aed,aud,bnd,cad,chf,cny,egp,eur,gbp,hkd,idr,inr,jpy,khr,krw,mmk,npr,nzd,php,pkr,sar,sgd,thb,twd,usd,vnd,xdr,date
0.826028,3.0809,2.3902,3.1176,3.2834,0.4616,0.5147,4.2039,4.9497,0.389401,0.000345,0.067708,0.037075,0.000749,0.0027,0.471492,0.042194,2.2543,0.069868,0.035415,0.808937,2.3895,0.099427,0.102379,3.034,0.000145,4.774,2011-03-03
0.825075,3.0666,2.3912,3.1141,3.2507,0.4619,0.5137,4.2301,4.9358,0.389089,0.000345,0.06763,0.036794,0.00075,0.002712,0.470948,0.042052,2.2411,0.069747,0.035382,0.808004,2.391,0.099442,0.102717,3.0305,0.000145,4.7739,2011-03-04
0.824915,3.0704,2.391,3.1156,3.2704,0.4612,0.5136,4.233,4.9226,0.388986,0.000345,0.067593,0.036768,0.000751,0.002714,0.470793,0.04209,2.2343,0.070006,0.035412,0.80791,2.3912,0.099409,0.103079,3.0295,0.000145,4.7812,2011-03-07
0.825896,3.072,2.395,3.1154,3.2744,0.4626,0.514,4.2373,4.9152,0.389527,0.000345,0.067458,0.036878,0.000752,0.002713,0.47143,0.042089,2.2376,0.069899,0.035543,0.808852,2.3951,0.099708,0.103359,3.0336,0.000145,4.7995,2011-03-08
0.825788,3.0552,2.3913,3.1223,3.2415,0.4619,0.5131,4.2104,4.8974,0.389396,0.000345,0.067382,0.036602,0.000753,0.002723,0.471368,0.042054,2.2414,0.06997,0.035676,0.80881,2.3912,0.099924,0.1031,3.0332,0.000145,4.7785,2011-03-09
0.825506,3.0634,2.3922,3.1298,3.2618,0.4623,0.5127,4.2199,4.9137,0.389297,0.000346,0.067573,0.036607,0.000752,0.002722,0.471181,0.042107,2.234,0.069942,0.035504,0.80849,2.3916,0.10005,0.103305,3.032,0.000145,4.7772,2011-03-10
0.827117,3.047,2.3862,3.118,3.2602,0.4622,0.5137,4.1968,4.8842,0.389997,0.000346,0.067466,0.03664,0.000753,0.002702,0.472114,0.042022,2.2335,0.069871,0.035574,0.81009,2.3871,0.099918,0.103158,3.038,0.000146,4.7715,2011-03-11
0.827128,3.0693,2.3856,3.1183,3.2686,0.4621,0.5134,4.2321,4.8805,0.389987,0.000346,0.067526,0.037008,0.000753,0.002699,0.472114,0.041967,2.2478,0.069695,0.035541,0.810112,2.3925,0.100017,0.102739,3.038,0.000146,4.7618,2011-03-14
0.827253,3.0584,2.386,3.1166,3.2858,0.4625,0.5123,4.249,4.9113,0.389921,0.000347,0.067567,0.037125,0.000754,0.002697,0.472191,0.04214,2.243,0.069771,0.035559,0.810213,2.395,0.100231,0.103052,3.0385,0.000146,4.7917,2011-03-15
0.833798,3.0473,2.4026,3.1153,3.333,0.466,0.5167,4.2791,4.9222,0.39289,0.000348,0.067792,0.037746,0.000759,0.002706,0.475921,0.042668,2.2433,0.069856,0.035819,0.816569,2.3958,0.100657,0.10399,3.0625,0.000147,4.8201,2011-03-16
0.834207,3.0004,2.3903,3.091,3.3845,0.4662,0.5169,4.2565,4.9007,0.3927,0.000348,0.067915,0.038505,0.00076,0.002692,0.476154,0.042452,2.2096,0.069954,0.035899,0.816969,2.3859,0.100873,0.103724,3.064,0.000147,4.8362,2011-03-17
0.829726,3.0093,2.3819,3.0961,3.3568,0.4636,0.5138,4.2688,4.9083,0.39064,0.000347,0.067647,0.037496,0.000756,0.002697,0.47359,0.042159,2.2021,0.06934,0.035706,0.81258,2.387,0.100495,0.103235,3.0475,0.000146,4.8336,2011-03-18
0.828637,3.0303,2.3788,3.0922,3.3647,0.4633,0.5131,4.3097,4.9335,0.39022,0.000347,0.067611,0.037588,0.000755,0.002698,0.472968,0.04216,2.2251,0.069645,0.035618,0.811578,2.3898,0.100462,0.102838,3.0435,0.000146,4.8261,2011-03-21
0.826447,3.0499,2.3978,3.1012,3.3554,0.4626,0.5114,4.3154,4.952,0.389252,0.000348,0.067598,0.037448,0.000754,0.002704,0.471725,0.04215,2.2302,0.069462,0.035482,0.809445,2.3979,0.100331,0.102968,3.0355,0.000145,4.8225,2011-03-22
0.825642,3.0539,2.3964,3.0868,3.3556,0.4626,0.5101,4.2948,4.9584,0.389021,0.000348,0.067667,0.037436,0.000751,0.002696,0.471259,0.04215,2.238,0.069394,0.035509,0.808602,2.3957,0.100331,0.102762,3.0325,0.000145,4.8329,2011-03-23
0.824498,3.0698,2.3982,3.0881,3.3361,0.4618,0.5086,4.2717,4.9233,0.388523,0.000347,0.067732,0.037414,0.000751,0.002696,0.470606,0.0422,2.2552,0.069696,0.035502,0.807514,2.3984,0.099993,0.102377,3.0283,0.000145,4.8098,2011-03-24
0.823997,3.0857,2.399,3.0985,3.3317,0.4611,0.5086,4.2901,4.8771,0.388227,0.000348,0.06795,0.03736,0.000751,0.002712,0.470326,0.042272,2.2714,0.069655,0.035523,0.807013,2.3986,0.099967,0.102195,3.0265,0.000145,4.8031,2011-03-25
0.824258,3.1036,2.3663,3.0846,3.2893,0.4614,0.5091,4.2532,4.8476,0.38837,0.000347,0.067866,0.037111,0.000751,0.002717,0.470482,0.04236,2.275,0.069919,0.035497,0.807269,2.3972,0.099967,0.102977,3.0275,0.000145,4.8037,2011-03-28
0.824281,3.0991,2.3975,3.097,3.3057,0.4613,0.5085,4.2644,4.8414,0.388206,0.000348,0.067775,0.037074,0.000751,0.002715,0.470482,0.042203,2.2727,0.069758,0.035451,0.807301,2.3969,0.099918,0.102714,3.0275,0.000145,4.7831,2011-03-29
0.824303,3.1164,2.3966,3.107,3.2874,0.4615,0.509,4.2676,4.8452,0.388482,0.000347,0.067782,0.03671,0.000752,0.00273,0.470482,0.042256,2.2897,0.069518,0.035472,0.80729,2.3993,0.099868,0.102837,3.0275,0.000145,4.7856,2011-03-30
0.824036,3.1312,2.3978,3.1178,3.2962,0.4616,0.5073,4.2789,4.8719,0.388756,0.000347,0.067815,0.036437,0.000752,0.002747,0.470342,0.042273,2.3075,0.069497,0.035524,0.807029,2.3996,0.099838,0.102684,3.0266,0.000145,4.7811,2011-03-31
0.823895,3.1239,2.3992,3.1209,3.2913,0.4621,0.5078,4.2865,4.8484,0.389001,0.000348,0.067947,0.036266,0.000751,0.002758,0.470249,0.042411,2.2964,0.069643,0.035433,0.80689,2.3991,0.099917,0.102908,3.026,0.000145,4.7977,2011-04-01
0.823928,3.1475,2.3651,3.1413,3.2706,0.4622,0.5073,4.3105,4.8796,0.389019,0.000348,0.068245,0.03597,0.000751,0.002784,0.470249,0.042411,2.3279,0.069788,0.035454,0.806901,2.4013,0.100083,0.103453,3.026,0.000145,4.7841,2011-04-04
0.824031,3.1312,2.4014,3.1304,3.277,0.4627,0.5084,4.3005,4.8807,0.389291,0.000349,0.068241,0.035895,0.000751,0.002779,0.470327,0.042479,2.3239,0.069783,0.035522,0.807034,2.4011,0.100232,0.103479,3.0265,0.000145,4.7952,2011-04-05
0.823883,3.129,2.4014,3.14,3.2719,0.4627,0.5082,4.3108,4.9401,0.389306,0.000349,0.0685,0.035527,0.000758,0.002787,0.470249,0.042572,2.3296,0.069643,0.035454,0.806912,2.4009,0.100166,0.103206,3.026,0.000145,4.7899,2011-04-06
0.824008,3.1554,2.4012,3.1506,3.2949,0.4625,0.5074,4.333,4.9386,0.38928,0.00035,0.068706,0.035441,0.000759,0.002781,0.470327,0.043159,2.3564,0.069977,0.035543,0.807045,2.4012,0.100116,0.104242,3.0265,0.000145,4.8067,2011-04-07
0.824836,3.1742,2.4026,3.1618,3.3084,0.4631,0.5078,4.3363,4.9469,0.389827,0.000349,0.068727,0.035585,0.000761,0.002786,0.470793,0.042834,2.357,0.07029,0.035747,0.807824,2.4024,0.100215,0.104538,3.0295,0.000145,4.809,2011-04-08
0.822307,3.1892,2.3606,3.1568,3.3204,0.4621,0.5063,4.3647,4.941,0.388837,0.000349,0.06872,0.035547,0.000757,0.002785,0.469355,0.042834,2.3609,0.070402,0.035512,0.805357,2.4053,0.100591,0.104327,3.0202,0.000145,4.8104,2011-04-11
0.823271,3.1651,2.4081,3.1563,3.3366,0.4633,0.5067,4.3581,4.9352,0.389042,0.000349,0.068395,0.035875,0.000757,0.002772,0.469899,0.042572,2.3643,0.070238,0.0357,0.80629,2.4037,0.100307,0.104556,3.0238,0.000145,4.8262,2011-04-12
0.8247,3.1739,2.4071,3.15,3.3723,0.4631,0.5075,4.3855,4.9271,0.389567,0.00035,0.068522,0.036085,0.000759,0.002772,0.470715,0.042646,2.3817,0.070161,0.035838,0.807701,2.4071,0.100448,0.104143,3.029,0.000145,4.8337,2011-04-13
0.823191,3.1677,2.41,3.1356,3.3711,0.4628,0.5068,4.3616,4.9194,0.388795,0.000349,0.068268,0.036112,0.000758,0.002775,0.46986,0.042461,2.3818,0.069956,0.035887,0.806234,2.418,0.100265,0.104187,3.0235,0.000145,4.8322,2011-04-14
0.822874,3.1877,2.4029,3.1453,3.3835,0.4629,0.5073,4.3801,4.9438,0.388706,0.000349,0.068159,0.036113,0.000758,0.002783,0.469705,0.042447,2.3999,0.070006,0.035854,0.805936,2.4251,0.100232,0.104225,3.0225,0.000145,4.8209,2011-04-15
0.823747,3.1887,2.4053,3.147,3.3829,0.4633,0.5085,4.3475,4.9317,0.389082,0.000349,0.068435,0.036419,0.000761,0.002775,0.470171,0.042655,2.4004,0.069954,0.03589,0.806757,2.4282,0.100432,0.104364,3.0255,0.000145,4.8344,2011-04-18
0.824862,3.1775,2.4296,3.1405,3.3796,0.4641,0.5086,4.314,4.9295,0.389389,0.000349,0.068377,0.036667,0.000759,0.002774,0.470839,0.042595,2.3872,0.069771,0.03592,0.807925,2.4268,0.100574,0.104171,3.0298,0.000145,4.8216,2011-04-19
0.821785,3.1884,2.4299,3.1617,3.3561,0.4631,0.5068,4.3356,4.926,0.388097,0.000348,0.068122,0.036458,0.000755,0.002786,0.469083,0.042415,2.3904,0.069848,0.035659,0.804976,2.4298,0.100533,0.103752,3.0185,0.000144,4.8036,2011-04-20
0.819462,3.2289,2.4336,3.168,3.3875,0.4613,0.5056,4.3811,4.9409,0.387297,0.000349,0.068141,0.036538,0.000752,0.002785,0.467731,0.042442,2.4042,0.069712,0.035611,0.802549,2.4329,0.100612,0.10393,3.0098,0.000144,4.8229,2011-04-21
0.81811,3.2295,2.4335,3.153,3.3915,0.4627,0.5046,4.3775,4.964,0.386848,0.000348,0.068002,0.036774,0.000751,0.002778,0.466985,0.04233,2.4127,0.0696,0.035583,0.801312,2.4341,0.100502,0.104069,3.005,0.000144,4.8362,2011-04-22
0.815976,3.2215,2.4268,3.145,3.3859,0.4606,0.5033,4.3693,4.9492,0.385744,0.000347,0.067821,0.03646,0.000734,0.002773,0.465742,0.04225,2.4031,0.069248,0.035569,0.799157,2.4307,0.100184,0.103703,2.997,0.000144,4.8138,2011-04-25
0.815932,3.2054,2.4294,3.1354,3.3864,0.4591,0.5033,4.3477,4.9314,0.385575,0.000346,0.067599,0.036649,0.000747,0.002759,0.465742,0.042107,2.3924,0.069295,0.035426,0.799136,2.4224,0.09995,0.103703,2.997,0.000143,4.8171,2011-04-26
0.811865,3.2224,2.4213,3.1364,3.4196,0.4571,0.5012,4.3795,4.9233,0.38367,0.000346,0.067175,0.036594,0.000739,0.002758,0.463395,0.041866,2.41,0.068898,0.035185,0.795142,2.4212,0.099646,0.102612,2.9819,0.000144,4.7994,2011-04-27
0.807016,3.2347,2.4136,3.1283,3.3982,0.4553,0.4983,4.3966,4.9472,0.381519,0.000344,0.066936,0.036116,0.000736,0.002765,0.460653,0.041694,2.3871,0.068585,0.035122,0.790414,2.4125,0.099189,0.102926,2.9642,0.000144,4.7778,2011-04-28
0.809943,3.2436,2.421,3.1257,3.4058,0.4577,0.5003,4.4101,4.9495,0.382858,0.000347,0.067141,0.036494,0.000738,0.00277,0.462323,0.041845,2.3857,0.068866,0.035083,0.793323,2.4197,0.099382,0.103587,2.975,0.000145,4.8183,2011-04-29
0.808489,3.247,2.4241,3.1232,3.4288,0.4576,0.4994,4.3959,4.9358,0.382259,0.000347,0.067153,0.036638,0.000737,0.002779,0.461469,0.041867,2.3904,0.069641,0.035092,0.791824,2.4247,0.099248,0.103521,2.9695,0.000144,4.8201,2011-05-03
0.810623,3.2267,2.4238,3.1243,3.4538,0.4584,0.5007,4.4152,4.9089,0.383308,0.000348,0.06694,0.03678,0.000738,0.002773,0.462712,0.041792,2.3686,0.069398,0.035291,0.793936,2.4227,0.099201,0.10409,2.9775,0.000144,4.8155,2011-05-04
0.811984,3.2113,2.4243,3.1133,3.4648,0.4595,0.5011,4.4271,4.9219,0.383774,0.000348,0.067234,0.036995,0.00074,0.00277,0.463489,0.041921,2.3595,0.069676,0.035192,0.795291,2.4243,0.0995,0.104393,2.9825,0.000144,4.834,2011-05-05
0.818949,3.1978,2.4332,3.1148,3.4603,0.4633,0.5061,4.381,4.937,0.387005,0.000351,0.067414,0.037411,0.000746,0.00277,0.467452,0.041997,2.3706,0.0701,0.035577,0.802069,2.4331,0.099553,0.105322,3.008,0.000146,4.8799,2011-05-06
0.813958,3.2102,2.4231,3.1053,3.4108,0.4604,0.503,4.3012,4.8965,0.384697,0.000349,0.06705,0.037045,0.000741,0.002767,0.464616,0.041718,2.3673,0.0694,0.035101,0.797203,2.4229,0.098966,0.104757,2.9897,0.000145,4.8075,2011-05-09
0.813414,3.2145,2.4235,3.0972,3.4247,0.4601,0.5031,4.2823,4.8983,0.384388,0.000349,0.067005,0.037221,0.000741,0.002763,0.464305,0.041752,2.3656,0.06958,0.035212,0.796691,2.4232,0.098949,0.104339,2.9878,0.000145,4.7807,2011-05-10
0.811462,3.2371,2.4235,3.1169,3.3842,0.4591,0.5019,4.2916,4.8779,0.383517,0.000349,0.066753,0.036844,0.000741,0.002774,0.463178,0.041633,2.3671,0.069362,0.035114,0.794758,2.4229,0.09902,0.104195,2.9805,0.000145,4.7619,2011-05-11
0.815285,3.2053,2.4367,3.118,3.3808,0.4612,0.5041,4.2586,4.9026,0.385261,0.000351,0.067232,0.036892,0.000744,0.00277,0.465354,0.041884,2.3651,0.069883,0.035221,0.798523,2.4227,0.099221,0.104575,2.9945,0.000145,4.7921,2011-05-12
0.818949,3.2053,2.4272,3.1197,3.3956,0.4629,0.5067,4.2762,4.8924,0.386976,0.000352,0.067031,0.037145,0.000747,0.002769,0.467452,0.041792,2.3874,0.069954,0.03543,0.802091,2.4225,0.099307,0.105193,3.008,0.000146,4.7788,2011-05-13
0.827139,3.1989,2.4451,3.1295,3.4003,0.4676,0.5118,4.2733,4.9128,0.390805,0.000356,0.067888,0.03758,0.000753,0.002776,0.472114,0.042321,2.3815,0.070487,0.035657,0.810069,2.4285,0.100347,0.106075,3.038,0.000147,4.8447,2011-05-16
0.826278,3.2273,2.443,3.1228,3.4471,0.4665,0.5104,4.3259,4.9323,0.390394,0.000355,0.067429,0.037283,0.000755,0.002793,0.471647,0.042009,2.3846,0.070173,0.035476,0.809269,2.4426,0.100281,0.105199,3.035,0.000146,4.8238,2011-05-18
0.822625,3.2199,2.4395,3.1196,3.4292,0.4646,0.5077,4.3147,4.885,0.388657,0.000353,0.067219,0.036999,0.00075,0.002781,0.46955,0.041909,2.3867,0.069983,0.035319,0.80569,2.4389,0.099951,0.104695,3.0215,0.000146,4.8081,2011-05-19
0.821944,3.2195,2.4401,3.1199,3.4233,0.4642,0.5071,4.3172,4.8965,0.388356,0.000353,0.067313,0.036952,0.000748,0.002787,0.469161,0.041956,2.3895,0.070046,0.035166,0.805024,2.4392,0.099719,0.104754,3.019,0.000145,4.8035,2011-05-20
0.824031,3.2116,2.4385,3.1049,3.4449,0.4662,0.5083,4.2708,4.9075,0.38927,0.000354,0.06739,0.036981,0.000749,0.00278,0.470327,0.042049,2.3994,0.07018,0.03507,0.807024,2.4379,0.099868,0.105416,3.0265,0.000146,4.8155,2011-05-23
0.832426,3.2179,2.449,3.1298,3.4534,0.47,0.5137,4.2953,4.9233,0.393106,0.000357,0.067779,0.037321,0.000753,0.002794,0.475145,0.042248,2.42,0.070393,0.035615,0.81529,2.4511,0.100659,0.105725,3.0575,0.000148,4.8281,2011-05-24
0.831065,3.2157,2.4472,3.1213,3.4644,0.4698,0.5127,4.2958,4.9333,0.392486,0.000356,0.067683,0.037183,0.000741,0.002791,0.474367,0.042193,2.4295,0.070326,0.035639,0.813957,2.4463,0.100345,0.105532,3.0525,0.000148,4.8345,2011-05-25
0.829023,3.219,2.449,3.118,3.492,0.469,0.5116,4.3067,4.9675,0.391242,0.000355,0.067352,0.03715,0.000744,0.002792,0.473202,0.041991,2.4369,0.070056,0.035519,0.811957,2.4491,0.100115,0.105181,3.045,0.000148,4.8187,2011-05-26
0.825642,3.2255,2.4425,3.0974,3.506,0.4673,0.5091,4.2936,4.9735,0.389616,0.000354,0.067135,0.037371,0.000739,0.0028,0.471259,0.041835,2.4551,0.069954,0.035406,0.80871,2.4428,0.099835,0.104967,3.0325,0.000147,4.8165,2011-05-27
0.821536,3.2293,2.4414,3.0881,3.5448,0.4649,0.5073,4.3123,4.9731,0.387809,0.000353,0.066989,0.037301,0.000737,0.002791,0.468928,0.041756,2.4762,0.069616,0.035144,0.804634,2.4443,0.099571,0.104491,3.0175,0.000147,4.8066,2011-05-30
0.818405,3.231,2.4321,3.0824,3.5475,0.4637,0.5054,4.3214,4.9688,0.38647,0.000352,0.066845,0.037185,0.00073,0.002792,0.467141,0.041672,2.4745,0.069407,0.034994,0.801536,2.4405,0.099175,0.104284,3.006,0.000146,4.7883,2011-05-31
0.819744,3.2133,2.4427,3.1099,3.5322,0.4648,0.5067,4.337,4.9557,0.387155,0.000353,0.066956,0.036972,0.000737,0.002793,0.467918,0.041764,2.4735,0.069699,0.034991,0.802912,2.4425,0.09934,0.105114,3.011,0.000146,4.8197,2011-06-01
0.822216,3.2053,2.4545,3.0913,3.582,0.4662,0.5084,4.336,4.9359,0.388177,0.000354,0.067396,0.03724,0.000738,0.002797,0.469316,0.042093,2.4631,0.070151,0.035096,0.80529,2.4413,0.099654,0.105668,3.02,0.000147,4.8311,2011-06-02
0.819902,3.2206,2.4453,3.0868,3.5726,0.4646,0.5068,4.365,4.9288,0.387189,0.000353,0.067304,0.037255,0.000731,0.002799,0.467996,0.04199,2.4622,0.069614,0.035009,0.803024,2.4452,0.099472,0.104958,3.0115,0.000147,4.8295,2011-06-03
0.815693,3.2235,2.4408,3.0651,3.5962,0.4624,0.5045,4.39,4.9281,0.385229,0.000352,0.06704,0.037364,0.000731,0.002781,0.465587,0.041791,2.4479,0.069344,0.034817,0.798891,2.4405,0.099058,0.104518,2.996,0.000146,4.8059,2011-06-06
0.81963,3.2301,2.4451,3.0701,3.6034,0.4653,0.5067,4.391,4.9196,0.387013,0.000354,0.067455,0.037537,0.000732,0.002788,0.46784,0.042042,2.4563,0.069647,0.035006,0.802757,2.445,0.09934,0.105134,3.0105,0.000146,4.8499,2011-06-07
0.819902,3.2161,2.4497,3.086,3.5932,0.4645,0.5068,4.4183,4.945,0.387112,0.000354,0.067568,0.037576,0.000734,0.002788,0.467996,0.042133,2.4634,0.069783,0.034997,0.803024,2.4498,0.099406,0.10504,3.0115,0.000146,4.8591,2011-06-08
0.820515,3.2116,2.4509,3.0784,3.605,0.4654,0.5071,4.4038,4.9438,0.387272,0.000354,0.06755,0.037662,0.000735,0.002783,0.468345,0.042135,2.4839,0.069714,0.035064,0.803624,2.4506,0.099023,0.104819,3.0137,0.000147,4.8576,2011-06-09
0.821263,3.2082,2.4533,3.0985,3.5879,0.4658,0.5075,4.3851,4.9376,0.387608,0.000354,0.067619,0.037601,0.000735,0.002793,0.468773,0.042144,2.491,0.069794,0.035198,0.804357,2.4536,0.099211,0.104995,3.0165,0.000147,4.8581,2011-06-10
0.824303,3.1969,2.4497,3.0966,3.5962,0.467,0.5094,4.3458,4.9167,0.388974,0.000355,0.067805,0.037634,0.000738,0.00279,0.470482,0.042307,2.4868,0.070097,0.035327,0.80729,2.4499,0.099474,0.104994,3.0275,0.000147,4.8546,2011-06-13
0.827797,3.2155,2.4597,3.1127,3.6304,0.469,0.5114,4.3733,4.974,0.390569,0.000356,0.06777,0.037911,0.000742,0.002801,0.472502,0.042355,2.4768,0.070017,0.035458,0.810757,2.4591,0.099738,0.105427,3.0405,0.000148,4.8618,2011-06-14
0.824258,3.232,2.4594,3.1224,3.5822,0.4673,0.5093,4.3664,4.9537,0.388951,0.000355,0.067866,0.037599,0.000735,0.002799,0.470483,0.042286,2.4717,0.06991,0.035265,0.807269,2.4598,0.099442,0.104967,3.0275,0.000147,4.8546,2011-06-15
0.828092,3.2168,2.4563,3.1099,3.568,0.4693,0.5117,4.3157,4.9283,0.390396,0.000355,0.068119,0.037582,0.000741,0.002798,0.472658,0.042461,2.4461,0.069895,0.035408,0.811023,2.4565,0.099477,0.105388,3.0415,0.000148,4.8512,2011-06-16
0.829159,3.2174,2.4611,3.1002,3.5844,0.4706,0.5121,4.3257,4.9189,0.390296,0.000355,0.068025,0.037769,0.000743,0.002805,0.473279,0.042389,2.4557,0.070028,0.035454,0.81209,2.4612,0.099526,0.105308,3.0455,0.000147,4.8299,2011-06-17
0.82672,3.2179,2.4592,3.0936,3.5715,0.4695,0.5106,4.3325,4.9058,0.389637,0.000354,0.067946,0.037878,0.00074,0.002806,0.471881,0.042299,2.4593,0.069565,0.035349,0.809669,2.4592,0.099346,0.104734,3.0365,0.000147,4.8423,2011-06-20
0.8263,3.2183,2.4512,3.1007,3.5981,0.4689,0.5105,4.3577,4.9249,0.389507,0.000353,0.0677,0.037859,0.00074,0.002803,0.471647,0.042155,2.4596,0.069356,0.035352,0.809269,2.4568,0.099329,0.104945,3.035,0.000147,4.832,2011-06-21
0.823986,3.2085,2.4553,3.1121,3.5946,0.4681,0.5088,4.3517,4.9093,0.388586,0.000352,0.067722,0.037713,0.000738,0.002817,0.470327,0.042183,2.4621,0.069655,0.035295,0.807024,2.4546,0.099311,0.104687,3.0265,0.000147,4.837,2011-06-22
0.824939,3.1974,2.4543,3.1133,3.6001,0.4687,0.5088,4.339,4.8615,0.388995,0.000353,0.067694,0.037635,0.000739,0.002815,0.47087,0.042185,2.4676,0.069816,0.035356,0.807957,2.4544,0.099393,0.10499,3.03,0.000147,4.8407,2011-06-23
0.825325,3.1943,2.4557,3.0978,3.618,0.4687,0.5086,4.3246,4.8536,0.389175,0.000353,0.067645,0.037661,0.000737,0.002813,0.471104,0.042147,2.467,0.06973,0.035332,0.808346,2.4553,0.099053,0.105115,3.0315,0.000147,4.8174,2011-06-24
0.832154,3.1899,2.4616,3.0866,3.6496,0.4722,0.5127,4.3149,4.8684,0.392339,0.000355,0.068119,0.037835,0.000742,0.002812,0.474989,0.042457,2.451,0.070589,0.035549,0.81498,2.461,0.099285,0.105752,3.0565,0.000148,4.858,2011-06-27
0.830656,3.1927,2.4578,3.0951,3.6556,0.4707,0.5115,4.3619,4.8775,0.391754,0.000354,0.067936,0.037769,0.000742,0.002823,0.474134,0.042348,2.4561,0.070113,0.035456,0.813535,2.4577,0.098754,0.105516,3.051,0.000148,4.8468,2011-06-28
0.82655,3.2025,2.4524,3.0934,3.6486,0.4692,0.5089,4.3583,4.8556,0.389976,0.000352,0.067617,0.037472,0.000738,0.002817,0.471803,0.042128,2.4664,0.069729,0.035253,0.809643,2.4529,0.097983,0.105016,3.036,0.000147,4.8282,2011-06-29
0.823441,3.2382,2.4541,3.1245,3.633,0.4678,0.5066,4.3766,4.862,0.388661,0.000352,0.067647,0.037495,0.000735,0.002821,0.470016,0.042132,2.504,0.069585,0.03512,0.806555,2.4544,0.098342,0.104944,3.0245,0.000147,4.8307,2011-06-30
0.821808,3.2295,2.4568,3.1306,3.5843,0.467,0.5057,4.3706,4.8353,0.387822,0.000352,0.067664,0.037325,0.000734,0.002826,0.469083,0.042207,2.4924,0.069647,0.035079,0.804869,2.4562,0.098307,0.105025,3.0185,0.000147,4.8308,2011-07-01
0.816907,3.2329,2.4505,3.1294,3.5425,0.4642,0.5034,4.3675,4.823,0.385644,0.000351,0.067488,0.037144,0.000727,0.002819,0.466286,0.042073,2.4876,0.069496,0.034869,0.800112,2.4511,0.098555,0.104438,3.0005,0.000146,4.802,2011-07-04
0.818269,3.2219,2.4512,3.1306,3.5426,0.4651,0.5044,4.3659,4.8324,0.386326,0.000353,0.067646,0.037183,0.000726,0.002822,0.467063,0.04228,2.4958,0.06979,0.034948,0.801403,2.4505,0.098654,0.104703,3.0055,0.000146,4.81,2011-07-05
0.819085,3.2186,2.4508,3.1257,3.5815,0.4652,0.5049,4.3459,4.8338,0.38661,0.000352,0.067713,0.037176,0.000727,0.002824,0.467529,0.042322,2.4885,0.069965,0.034991,0.802224,2.4512,0.098656,0.10448,3.0085,0.000146,4.8148,2011-07-06
0.81963,3.2188,2.4506,3.1184,3.5863,0.4657,0.5054,4.3124,4.8163,0.386807,0.000353,0.067682,0.03718,0.000729,0.002827,0.46784,0.042302,2.4891,0.070198,0.035047,0.802757,2.4531,0.099111,0.104386,3.0105,0.000146,4.7969,2011-07-07
0.816907,3.2285,2.4537,3.1289,3.5524,0.4641,0.5037,4.3065,4.7915,0.385527,0.000352,0.067762,0.036918,0.000726,0.002832,0.466286,0.042209,2.4958,0.069974,0.034918,0.800187,2.4536,0.099174,0.10413,3.0005,0.000146,4.7747,2011-07-08
0.818541,3.215,2.4582,3.121,3.589,0.4652,0.505,4.2689,4.8176,0.386308,0.000353,0.067744,0.037271,0.000728,0.002832,0.467219,0.042387,2.5086,0.070344,0.034951,0.801712,2.4584,0.099306,0.104429,3.0065,0.000146,4.7791,2011-07-11
0.823986,3.2158,2.4659,3.123,3.6222,0.4678,0.5087,4.2422,4.8124,0.388548,0.000354,0.068034,0.037716,0.000736,0.002836,0.470327,0.042521,2.4887,0.070482,0.035192,0.807024,2.4659,0.099638,0.104965,3.0265,0.000147,4.7931,2011-07-12
0.823033,3.2107,2.4705,3.1391,3.6393,0.467,0.5076,4.2354,4.8194,0.387917,0.000353,0.067621,0.038023,0.000735,0.002841,0.469783,0.042262,2.4866,0.070139,0.0352,0.806112,2.4679,0.099819,0.104802,3.023,0.000147,4.7655,2011-07-13
0.818269,3.2366,2.4675,3.1391,3.6995,0.4647,0.5042,4.2792,4.8566,0.385857,0.000352,0.067501,0.038177,0.000731,0.002848,0.467063,0.042188,2.5485,0.06983,0.034988,0.801413,2.4678,0.099867,0.104231,3.0055,0.000146,4.7628,2011-07-14
0.818495,3.2298,2.4711,3.1333,3.6916,0.4653,0.5049,4.2597,4.8552,0.385877,0.000352,0.067549,0.037986,0.000731,0.002845,0.46718,0.042217,2.5361,0.070158,0.034936,0.801603,2.471,0.100025,0.104329,3.0063,0.000146,4.7863,2011-07-15
0.821286,3.196,2.47,3.1507,3.7179,0.4667,0.5066,4.2445,4.8535,0.386954,0.000353,0.067764,0.038181,0.000734,0.00284,0.468773,0.042351,2.5426,0.070241,0.035015,0.804379,2.4698,0.100133,0.104413,3.0165,0.000147,4.7971,2011-07-18
0.819516,3.2037,2.4752,3.1416,3.689,0.4654,0.5056,4.2521,4.8381,0.38612,0.000352,0.067534,0.038087,0.00073,0.002841,0.467762,0.04221,2.5453,0.069951,0.034919,0.802603,2.4747,0.100501,0.104062,3.01,0.000146,4.7702,2011-07-19
0.816668,3.2216,2.468,3.157,3.636,0.4642,0.5033,4.2482,4.8335,0.384912,0.000351,0.067602,0.037856,0.000729,0.002842,0.466131,0.042134,2.5628,0.070016,0.034737,0.799813,2.4685,0.100234,0.103825,2.9995,0.000146,4.7746,2011-07-20
