aed,aud,bnd,cad,chf,cny,egp,eur,gbp,hkd,idr,inr,jpy,khr,krw,mmk,npr,nzd,php,pkr,sar,sgd,thb,twd,usd,vnd,xdr,date
0.87652,3.0236,2.5843,2.9611,3.6654,0.5192,0.4616,4.4651,5.4144,0.415235,0.000285,0.053529,0.031562,0.000804,0.003117,0.00335,0.033457,2.814,0.07221,0.032892,0.858476,2.5845,0.100078,0.107352,3.2195,0.000153,4.9849,2014-04-10
0.881432,3.035,2.5877,2.9592,3.6954,0.5211,0.4642,4.4972,5.4299,0.417545,0.000285,0.053891,0.031897,0.000809,0.00311,0.003376,0.033683,2.7972,0.072991,0.033291,0.863276,2.5877,0.100528,0.107827,3.2375,0.000153,5.0248,2014-04-11
0.884019,3.0502,2.592,2.9545,3.7024,0.5228,0.4655,4.4964,5.4309,0.418776,0.000285,0.053955,0.032007,0.000831,0.003122,0.0034,0.033722,2.8181,0.07309,0.033676,0.865786,2.5919,0.10062,0.10791,3.247,0.000154,5.0414,2014-04-14
0.886469,3.0654,2.5961,2.9689,3.6987,0.5235,0.4665,4.4987,5.4463,0.419926,0.000285,0.054037,0.031951,0.000813,0.00313,0.003409,0.033816,2.8267,0.07316,0.033924,0.868186,2.596,0.100899,0.107815,3.256,0.000154,5.0456,2014-04-15
0.885108,3.0359,2.5931,2.9588,3.6933,0.5225,0.4657,4.4913,5.4399,0.419254,0.000284,0.053972,0.031849,0.00082,0.003113,0.003404,0.033736,2.7928,0.073015,0.033872,0.866852,2.5931,0.100603,0.10772,3.251,0.000154,5.0327,2014-04-16
0.881432,3.0374,2.5912,2.942,3.6765,0.5204,0.4635,4.4801,5.4495,0.417513,0.000283,0.053623,0.0317,0.000835,0.003127,0.00339,0.033515,2.7972,0.07281,0.033556,0.863253,2.5915,0.100497,0.107433,3.2375,0.000153,5.0182,2014-04-17
0.881977,3.0215,2.5866,2.9426,3.6671,0.5209,0.4634,4.4737,5.4381,0.417766,0.000284,0.053728,0.031593,0.00083,0.003123,0.003392,0.033581,2.7795,0.073052,0.033507,0.863786,2.5868,0.100637,0.107482,3.2395,0.000154,5.0249,2014-04-18
0.883066,3.0262,2.589,2.9432,3.6716,0.5211,0.464,4.4793,5.4465,0.418289,0.000284,0.053816,0.031618,0.000815,0.003126,0.003396,0.033623,2.7839,0.073175,0.033239,0.864853,2.589,0.100777,0.107472,3.2435,0.000154,5.0237,2014-04-21
0.886753,3.0412,2.5981,2.955,3.6794,0.523,0.4659,4.4916,5.4675,0.420039,0.000285,0.05375,0.031726,0.00082,0.003131,0.00341,0.033596,2.7926,0.073265,0.033391,0.868452,2.598,0.100867,0.107527,3.257,0.000154,5.0405,2014-04-22
0.888771,3.0595,2.5985,2.9598,3.6883,0.5234,0.467,4.5058,5.4924,0.421079,0.000283,0.053723,0.031807,0.00082,0.003142,0.003404,0.033576,2.8129,0.073393,0.033277,0.870452,2.5981,0.100943,0.107473,3.2645,0.000155,5.057,2014-04-23
0.887842,3.0318,2.5976,2.9568,3.6925,0.5228,0.4662,4.5074,5.4749,0.420603,0.00028,0.05345,0.03183,0.000821,0.003143,0.003404,0.033372,2.8151,0.072863,0.033327,0.869519,2.5977,0.100788,0.107624,3.261,0.000154,5.0561,2014-04-24
0.891766,3.0316,2.6046,2.9699,3.7139,0.5242,0.4682,4.5292,5.5043,0.422463,0.000282,0.053648,0.031978,0.000823,0.003154,0.003419,0.03352,2.8019,0.073138,0.03343,0.873362,2.6044,0.101236,0.108156,3.2755,0.000155,5.0738,2014-04-25
0.890541,3.0361,2.6045,2.9637,3.7065,0.5231,0.4676,4.5207,5.49,0.421882,0.000283,0.053968,0.032047,0.000818,0.00315,0.003407,0.033733,2.8052,0.073316,0.033344,0.872162,2.6044,0.101458,0.107989,3.271,0.000155,5.0716,2014-04-28
0.88986,3.0201,2.6007,2.9648,3.7132,0.5227,0.4669,4.529,5.4965,0.421576,0.000282,0.053891,0.031889,0.000821,0.003164,0.003405,0.033683,2.7866,0.073449,0.033318,0.871495,2.6004,0.10127,0.107907,3.2685,0.000155,5.0722,2014-04-29
0.887546,3.0266,2.5964,2.9776,3.6884,0.5209,0.4657,4.5019,5.4851,0.420469,0.000282,0.053951,0.031786,0.000818,0.00316,0.003399,0.03372,2.7941,0.0733,0.03312,0.869229,2.5964,0.100991,0.107715,3.26,0.000155,5.055,2014-04-30
0.888114,3.0226,2.6027,2.976,3.7089,0.5211,0.4655,4.5221,5.5092,0.420751,0.000282,0.054123,0.031866,0.000819,0.003163,0.003401,0.033801,2.8107,0.073369,0.033066,0.869762,2.6027,0.100803,0.107995,3.262,0.000155,5.0656,2014-05-02
0.887706,3.0251,2.6063,2.9692,3.7131,0.5209,0.4653,4.5205,5.5019,0.420563,0.000283,0.054175,0.031936,0.000818,0.003165,0.003396,0.033869,2.8236,0.073261,0.032984,0.869362,2.6063,0.100726,0.10791,3.2605,0.000155,5.0587,2014-05-05
0.886345,3.0219,2.6042,2.971,3.7085,0.5213,0.4641,4.5177,5.4919,0.419937,0.000283,0.054042,0.031879,0.000817,0.00316,0.003398,0.033789,2.8294,0.073248,0.032924,0.868006,2.6042,0.100572,0.107905,3.2555,0.000154,5.0559,2014-05-06
0.883054,3.0333,2.6006,2.9786,3.7113,0.521,0.4624,4.519,5.5067,0.418411,0.000282,0.054072,0.031915,0.00081,0.00316,0.003386,0.033588,2.8223,0.073192,0.032896,0.864807,2.601,0.100216,0.107597,3.2435,0.000154,5.0489,2014-05-07
0.885654,3.0335,2.6024,2.9844,3.7118,0.5218,0.4627,4.5248,5.5155,0.419621,0.000281,0.054195,0.031921,0.000819,0.003174,0.003396,0.033806,2.8142,0.073557,0.033093,0.867376,2.6023,0.100434,0.108021,3.253,0.000154,5.064,2014-05-08
0.878017,3.0199,2.5848,2.9772,3.6612,0.5178,0.4578,4.4621,5.4591,0.41604,0.000279,0.05384,0.03173,0.000808,0.003153,0.003363,0.033556,2.7838,0.073229,0.032715,0.859874,2.5848,0.099307,0.107054,3.225,0.000153,5.0212,2014-05-09
0.880675,3.027,2.5868,2.967,3.6437,0.5194,0.4591,4.4479,5.4503,0.417266,0.000281,0.054034,0.031703,0.000814,0.003154,0.003376,0.033669,2.7891,0.074101,0.032821,0.862407,2.5868,0.099218,0.107191,3.2345,0.000153,5.0143,2014-05-12
0.879378,3.0276,2.5805,2.9609,3.6298,0.5185,0.4578,4.4261,5.4377,0.416685,0.00028,0.054318,0.031605,0.00081,0.003159,0.003364,0.033823,2.7893,0.073879,0.032725,0.86123,2.5805,0.099125,0.106936,3.23,0.000153,4.9909,2014-05-14
0.877472,3.0195,2.5788,2.9604,3.6236,0.5174,0.4536,4.4212,5.405,0.415788,0.000282,0.05425,0.031662,0.000808,0.003138,0.003364,0.03375,2.7924,0.074024,0.032655,0.859364,2.5786,0.099414,0.10644,3.223,0.000153,4.9789,2014-05-15
0.880615,3.0238,2.5833,2.9733,3.6296,0.5191,0.4548,4.4355,5.4294,0.41725,0.000283,0.054554,0.031839,0.000811,0.003151,0.003376,0.034095,2.7935,0.073872,0.032804,0.86243,2.5835,0.099492,0.107174,3.2345,0.000153,4.9887,2014-05-16
0.875975,3.0114,2.5728,2.9624,3.6081,0.5162,0.4524,4.4085,5.4134,0.415052,0.000282,0.05492,0.031684,0.000801,0.003145,0.003351,0.034204,2.7809,0.073543,0.032665,0.857943,2.5731,0.09897,0.106469,3.2175,0.000152,4.971,2014-05-19
0.875294,2.9964,2.5702,2.9566,3.6041,0.5154,0.4518,4.4081,5.406,0.414721,0.000282,0.055075,0.031698,0.000805,0.003141,0.003345,0.034294,2.771,0.073696,0.032607,0.857208,2.57,0.098529,0.106634,3.215,0.000152,4.972,2014-05-20
0.877745,2.9749,2.5712,2.9547,3.6158,0.5168,0.453,4.4187,5.4271,0.415863,0.000281,0.055026,0.031831,0.000809,0.003143,0.003358,0.034365,2.7596,0.073683,0.032615,0.859607,2.5716,0.098987,0.106843,3.224,0.000152,4.9831,2014-05-21
0.874501,2.9652,2.5657,2.9425,3.5949,0.5153,0.4508,4.3937,5.427,0.414297,0.000279,0.054724,0.031669,0.000805,0.00313,0.003342,0.034153,2.7516,0.07351,0.03251,0.856408,2.566,0.098907,0.106358,3.212,0.000152,4.9656,2014-05-22
0.875306,2.965,2.5669,2.9502,3.5924,0.5156,0.4508,4.3859,5.4194,0.414635,0.000279,0.05516,0.031583,0.000806,0.003136,0.003342,0.034368,2.752,0.073756,0.032524,0.857208,2.5668,0.098938,0.106704,3.215,0.000152,4.9664,2014-05-23
0.873821,2.9645,2.56,2.9521,3.5804,0.5146,0.45,4.371,5.4016,0.413923,0.000276,0.05484,0.031466,0.000798,0.003133,0.003333,0.034276,2.7393,0.07357,0.032452,0.855787,2.5601,0.098481,0.106363,3.2095,0.000152,4.9478,2014-05-26
0.872732,2.9691,2.5599,2.9563,3.5864,0.5137,0.4486,4.381,5.4067,0.413426,0.000277,0.054645,0.031445,0.00079,0.003133,0.003332,0.03412,2.7486,0.073378,0.032418,0.854675,2.5599,0.098419,0.106477,3.2055,0.000152,4.9416,2014-05-27
0.877088,2.9821,2.5651,2.9672,3.5914,0.5155,0.4509,4.3917,5.4163,0.415525,0.000278,0.054685,0.031596,0.000803,0.003148,0.003349,0.034102,2.7581,0.073492,0.032656,0.858941,2.5651,0.098698,0.106867,3.2215,0.000152,4.9696,2014-05-28
0.877757,2.9759,2.5671,2.9649,3.5898,0.5155,0.4509,4.384,5.3896,0.415828,0.000277,0.054695,0.031695,0.000801,0.003155,0.003348,0.034193,2.7369,0.073415,0.032648,0.859653,2.5672,0.098639,0.107074,3.224,0.000152,4.9678,2014-05-29
0.875046,2.994,2.5634,2.9655,3.5799,0.5152,0.4495,4.3722,5.3754,0.414557,0.000276,0.054549,0.031614,0.000799,0.00315,0.003337,0.034026,2.729,0.073287,0.03253,0.856941,2.5634,0.098003,0.107223,3.214,0.000152,4.9521,2014-05-30
0.877632,2.9975,2.5677,2.971,3.5975,0.5159,0.4508,4.3915,5.4,0.415801,0.000275,0.054534,0.031614,0.0008,0.003153,0.003344,0.034087,2.7337,0.07352,0.032676,0.859589,2.5678,0.098143,0.107432,3.2235,0.000152,4.9657,2014-06-02
0.879662,2.9854,2.5708,2.9648,3.5956,0.5171,0.4525,4.3951,5.4116,0.416707,0.000275,0.054689,0.031556,0.000807,0.003153,0.003355,0.034137,2.7305,0.073591,0.032769,0.861474,2.5709,0.098521,0.10736,3.231,0.000153,4.9766,2014-06-03
0.880627,2.9937,2.5711,2.9616,3.6045,0.5171,0.4524,4.4041,5.4129,0.417199,0.000274,0.054508,0.031521,0.000804,0.00316,0.003352,0.034038,2.7252,0.073771,0.032804,0.862407,2.5713,0.09896,0.107637,3.2345,0.000152,4.9795,2014-06-04
0.881036,3.0014,2.5736,2.9574,3.6058,0.5177,0.4526,4.4013,5.4171,0.417392,0.000272,0.054671,0.031526,0.000803,0.003158,0.003353,0.034089,2.7286,0.073738,0.03287,0.862807,2.5736,0.09896,0.107669,3.236,0.000153,4.9829,2014-06-05
0.877472,3.0059,2.5716,2.9494,3.6144,0.5151,0.4508,4.4021,5.4183,0.415723,0.000272,0.054525,0.031496,0.0008,0.003158,0.00334,0.033949,2.736,0.073778,0.032704,0.859318,2.572,0.098714,0.10738,3.223,0.000152,4.9628,2014-06-06
0.871222,2.9883,2.558,2.9258,3.5816,0.512,0.4475,4.3662,5.3778,0.41277,0.00027,0.054136,0.031201,0.0008,0.003144,0.003313,0.033799,2.7222,0.073538,0.032461,0.853185,2.558,0.098553,0.106436,3.2,0.000151,4.9325,2014-06-09
0.870758,2.9897,2.5578,2.932,3.5647,0.5125,0.4473,4.3467,5.3743,0.412584,0.000272,0.054088,0.03121,0.000798,0.003148,0.003314,0.033762,2.7179,0.073346,0.03242,0.852742,2.5574,0.098666,0.106626,3.1982,0.000151,4.9285,2014-06-10
0.872187,3.0009,2.5628,2.9389,3.5581,0.5147,0.448,4.3353,5.3655,0.413267,0.000271,0.054099,0.031301,0.000795,0.003151,0.003323,0.033768,2.7331,0.073231,0.03249,0.854141,2.563,0.09866,0.106801,3.2035,0.000151,4.9252,2014-06-11
0.874069,3.0113,2.5692,2.9545,3.5694,0.5155,0.449,4.347,5.3922,0.414154,0.000272,0.054222,0.031465,0.000794,0.003155,0.003327,0.033853,2.7731,0.073274,0.032577,0.855985,2.5694,0.098724,0.106963,3.2105,0.000151,4.9355,2014-06-12
0.873933,3.0224,2.5709,2.9566,3.5738,0.5162,0.4489,4.3515,5.4392,0.4141,0.000272,0.054136,0.031518,0.000797,0.003154,0.003326,0.033858,2.7807,0.073296,0.032605,0.855874,2.571,0.098921,0.107,3.21,0.000151,4.9346,2014-06-13
0.877348,3.0258,2.5764,2.9685,3.5812,0.519,0.4507,4.3639,5.4721,0.415721,0.000273,0.053969,0.031601,0.0008,0.003163,0.003339,0.033699,2.7939,0.073431,0.032782,0.859276,2.5765,0.099414,0.107399,3.2225,0.000152,4.9611,2014-06-16
0.878425,3.0303,2.5777,2.973,3.5958,0.5181,0.4513,4.3803,5.4754,0.41625,0.000273,0.053677,0.031656,0.000801,0.003158,0.003326,0.03352,2.7977,0.073538,0.032723,0.860251,2.5783,0.099676,0.107282,3.2265,0.000152,4.9687,2014-06-17
0.879947,3.0174,2.5794,2.9754,3.5949,0.5191,0.452,4.3786,5.4824,0.416938,0.000272,0.053679,0.031635,0.000802,0.003158,0.003339,0.03365,2.8009,0.073681,0.032846,0.861717,2.5794,0.099599,0.107572,3.232,0.000152,4.9805,2014-06-18
0.876543,3.0263,2.5768,2.9721,3.5922,0.5167,0.4503,4.3747,5.4719,0.415355,0.000268,0.053478,0.031571,0.000798,0.003163,0.003295,0.033319,2.8063,0.072963,0.032719,0.858362,2.5766,0.099275,0.107442,3.2195,0.000152,4.9591,2014-06-19
0.877224,3.0287,2.5797,2.9782,3.6046,0.5172,0.4506,4.3863,5.4898,0.415712,0.00027,0.053615,0.031615,0.0008,0.003161,0.003311,0.033515,2.8065,0.073604,0.032784,0.859074,2.5799,0.099276,0.107436,3.222,0.000151,4.9749,2014-06-20
0.876952,3.0236,2.5785,2.9954,3.5955,0.5175,0.4505,4.3772,5.4799,0.41553,0.000269,0.053527,0.031548,0.0008,0.003161,0.003304,0.033449,2.8032,0.07338,0.032724,0.858727,2.5783,0.099222,0.107385,3.221,0.000151,4.9691,2014-06-23
0.87491,3.0282,2.5731,2.995,3.5919,0.5162,0.4494,4.3708,5.4713,0.414573,0.000268,0.053478,0.031559,0.000798,0.003157,0.003306,0.03336,2.7999,0.073317,0.032674,0.856751,2.5733,0.098984,0.107152,3.2135,0.000151,4.9567,2014-06-24
0.877224,3.0153,2.578,2.9982,3.6036,0.5171,0.4506,4.3832,5.4703,0.415656,0.000269,0.053557,0.031611,0.000797,0.003157,0.003322,0.033473,2.7922,0.073453,0.032678,0.85904,2.5782,0.099215,0.107525,3.222,0.000151,4.9735,2014-06-25
0.876691,3.0294,2.5777,3.0033,3.6076,0.5165,0.4503,4.3898,5.4703,0.415398,0.000266,0.053635,0.031656,0.000799,0.003164,0.003316,0.033469,2.821,0.073407,0.032598,0.858484,2.5781,0.09926,0.107477,3.22,0.000151,4.967,2014-06-26
0.875354,3.0298,2.5734,3.0085,3.5994,0.5165,0.4496,4.3783,5.4772,0.414753,0.000266,0.053396,0.031658,0.000796,0.003167,0.003301,0.033411,2.8207,0.073293,0.032557,0.857219,2.5734,0.099014,0.107328,3.215,0.000151,4.9634,2014-06-27
0.874673,3.027,2.5716,3.0125,3.6055,0.5166,0.4493,4.3833,5.4706,0.414431,0.000268,0.053502,0.031697,0.000797,0.003171,0.003298,0.033416,2.8199,0.073454,0.032548,0.856575,2.5719,0.098938,0.107262,3.2125,0.000151,4.9605,2014-06-30
0.872904,3.021,2.5726,3.0036,3.6152,0.5168,0.4484,4.3901,5.4855,0.413664,0.00027,0.053358,0.031599,0.000795,0.003169,0.003295,0.0333,2.8094,0.07349,0.032489,0.854819,2.5724,0.098829,0.107344,3.206,0.00015,4.9561,2014-07-01
0.872323,3.0408,2.5718,3.0123,3.6099,0.5168,0.4481,4.3826,5.4937,0.413374,0.00027,0.053436,0.031535,0.000794,0.003171,0.0033,0.033334,2.8059,0.073436,0.032479,0.854297,2.5716,0.098676,0.107166,3.204,0.00015,4.961,2014-07-02
0.87298,3.0237,2.5703,3.005,3.6063,0.5163,0.4485,4.3785,5.5027,0.413731,0.000269,0.053717,0.031484,0.000795,0.003175,0.003295,0.033573,2.8116,0.073459,0.032527,0.854964,2.5701,0.099058,0.107287,3.2065,0.00015,4.9628,2014-07-03
0.868216,2.9825,2.5569,2.998,3.5687,0.5134,0.446,4.339,5.4718,0.411452,0.000268,0.053381,0.031211,0.000791,0.003162,0.003277,0.033366,2.7889,0.073142,0.032359,0.850298,2.5571,0.098426,0.106745,3.189,0.00015,4.9317,2014-07-04
0.868352,2.9809,2.5577,2.9916,3.5621,0.5141,0.4461,4.3321,5.466,0.411524,0.000269,0.053403,0.031218,0.000784,0.003157,0.003285,0.033378,2.7814,0.073322,0.032315,0.850431,2.5576,0.098472,0.106726,3.1895,0.00015,4.9325,2014-07-07
0.867263,2.9862,2.5566,2.9821,3.567,0.5135,0.4455,4.3342,5.4598,0.411016,0.000272,0.053189,0.031306,0.000788,0.003149,0.003287,0.033173,2.7886,0.073188,0.032242,0.849365,2.5566,0.098288,0.106485,3.1855,0.00015,4.918,2014-07-08
0.864972,2.9886,2.5555,2.976,3.5589,0.5123,0.4443,4.3258,5.4436,0.40993,0.000273,0.053167,0.031285,0.000787,0.003138,0.003279,0.033216,2.7935,0.073169,0.032156,0.847121,2.5555,0.098056,0.106236,3.177,0.000149,4.9053,2014-07-09
0.862658,2.9855,2.5538,2.9748,3.5577,0.5111,0.4431,4.3237,5.4373,0.408831,0.000274,0.053118,0.031203,0.000784,0.003132,0.003266,0.033141,2.7957,0.073133,0.03207,0.844866,2.5544,0.098492,0.105722,3.1685,0.000149,4.8946,2014-07-10
0.867287,2.9882,2.5636,2.9916,3.5666,0.5136,0.4455,4.3316,5.4542,0.41103,0.000275,0.052995,0.031429,0.000789,0.003134,0.003287,0.033076,2.8061,0.073373,0.032291,0.849365,2.564,0.098929,0.106414,3.1855,0.00015,4.9224,2014-07-11
0.86647,2.9884,2.5632,2.9652,3.5644,0.513,0.4451,4.3279,5.4483,0.410643,0.000275,0.052958,0.031393,0.000788,0.003125,0.003284,0.03319,2.8063,0.07322,0.032261,0.848565,2.5632,0.09902,0.106278,3.1825,0.00015,4.9173,2014-07-14
0.871211,2.9952,2.5721,2.9726,3.5718,0.5155,0.4475,4.3424,5.4842,0.412895,0.000271,0.053222,0.031445,0.000794,0.003092,0.003306,0.033265,2.7917,0.07326,0.032405,0.853276,2.5722,0.099456,0.106507,3.2,0.000151,4.9442,2014-07-16
0.867399,2.9827,2.5654,2.9668,3.5477,0.5135,0.4456,4.3102,5.46,0.411062,0.000272,0.053073,0.031347,0.000783,0.003099,0.003295,0.033119,2.772,0.073032,0.032254,0.849543,2.5654,0.099191,0.105988,3.186,0.00015,4.9114,2014-07-17
0.868624,2.9796,2.5672,2.9661,3.5547,0.5143,0.4462,4.3147,5.4518,0.411638,0.000273,0.053012,0.031519,0.00079,0.003091,0.003292,0.033139,2.7631,0.073135,0.032342,0.850721,2.5678,0.09913,0.106014,3.1905,0.000151,4.9178,2014-07-18
0.864972,2.9823,2.5602,2.9582,3.5379,0.5118,0.4443,4.2982,5.4271,0.409896,0.000274,0.0527,0.031358,0.000787,0.00309,0.003279,0.03294,2.7624,0.072993,0.032156,0.847121,2.5602,0.098833,0.105742,3.177,0.00015,4.8962,2014-07-21
0.863451,2.9704,2.5583,2.9517,3.5311,0.5108,0.4436,4.2896,5.4164,0.409136,0.000275,0.052643,0.03126,0.000783,0.003091,0.003276,0.03287,2.7521,0.073186,0.032091,0.845654,2.5582,0.099373,0.105823,3.1715,0.000149,4.8873,2014-07-22
0.86386,2.9779,2.5599,2.9545,3.5162,0.5115,0.4438,4.2724,5.4138,0.409359,0.000275,0.052791,0.031258,0.000783,0.003101,0.003274,0.032919,2.7491,0.073322,0.032099,0.846054,2.5598,0.099874,0.105837,3.173,0.00015,4.8829,2014-07-23
0.86209,2.9908,2.5592,2.948,3.508,0.5108,0.4429,4.2621,5.3943,0.408541,0.000275,0.052837,0.031183,0.000782,0.003081,0.003268,0.032934,2.7271,0.073256,0.032082,0.844321,2.5592,0.099576,0.105709,3.1665,0.000149,4.8716,2014-07-24
0.865493,2.9946,2.5627,2.9593,3.5222,0.5132,0.4446,4.2815,5.4014,0.410175,0.000275,0.052939,0.031231,0.000786,0.003084,0.003281,0.033046,2.7281,0.073308,0.032248,0.847632,2.5629,0.099874,0.106073,3.179,0.00015,4.8889,2014-07-25
0.865629,2.9833,2.559,2.9304,3.5061,0.5144,0.4447,4.2645,5.3894,0.410253,0.000275,0.052877,0.031146,0.000784,0.0031,0.003278,0.033048,2.7054,0.073201,0.032181,0.847765,2.5594,0.099937,0.106089,3.1795,0.00015,4.8813,2014-07-30
0.867944,2.9723,2.56,2.9232,3.5097,0.5166,0.4459,4.2716,5.3927,0.411347,0.000275,0.053076,0.031006,0.000787,0.003106,0.003287,0.033175,2.7072,0.073414,0.032267,0.850031,2.56,0.099687,0.106284,3.188,0.00015,4.8878,2014-07-31
0.872436,2.984,2.5679,2.9378,3.5261,0.519,0.4482,4.2907,5.4119,0.413481,0.000277,0.052919,0.031162,0.000788,0.003108,0.003304,0.033075,2.7265,0.073472,0.032441,0.854431,2.5677,0.099798,0.106639,3.2045,0.000151,4.9071,2014-08-01
0.87095,2.9811,2.5662,2.9299,3.5305,0.5177,0.4474,4.2955,5.3825,0.412772,0.000272,0.052383,0.031198,0.000792,0.003107,0.003294,0.032677,2.7214,0.073195,0.032395,0.852942,2.5663,0.099533,0.106669,3.199,0.000151,4.8979,2014-08-04
0.869713,2.9798,2.5642,2.9286,3.5238,0.517,0.4468,4.287,5.3891,0.412186,0.000272,0.052463,0.031129,0.000791,0.003096,0.0033,0.032765,2.7216,0.073159,0.032333,0.851764,2.5642,0.099362,0.106483,3.1945,0.00015,4.8946,2014-08-05
0.871211,2.9742,2.5627,2.9185,3.5175,0.5186,0.4475,4.2768,5.4005,0.412893,0.000272,0.052588,0.031188,0.000792,0.003096,0.003295,0.032869,2.6974,0.073201,0.032372,0.853231,2.5629,0.099333,0.106667,3.2,0.000151,4.901,2014-08-06
0.8723,2.9951,2.5669,2.9355,3.5296,0.5199,0.4481,4.2878,5.4019,0.413385,0.000273,0.052206,0.031367,0.000793,0.003104,0.003306,0.032562,2.7152,0.073126,0.032436,0.854297,2.5669,0.09955,0.1068,3.204,0.000151,4.9003,2014-08-07
0.875975,2.9789,2.567,2.9433,3.5382,0.5221,0.45,4.2963,5.4102,0.4151,0.000273,0.052535,0.031515,0.000794,0.003102,0.003324,0.032846,2.7185,0.073001,0.032566,0.857897,2.5668,0.099659,0.107107,3.2175,0.000152,4.9269,2014-08-08
0.871211,2.9685,2.5588,2.9156,3.5322,0.5198,0.4475,4.289,5.3694,0.412831,0.000272,0.052382,0.031325,0.00079,0.003103,0.003306,0.032614,2.7086,0.07276,0.032372,0.853231,2.5589,0.099549,0.10672,3.2,0.000151,4.9021,2014-08-11
0.869985,2.9568,2.5572,2.9228,3.5214,0.5193,0.4469,4.2753,5.3619,0.412264,0.000274,0.052308,0.03124,0.000787,0.003105,0.003301,0.032647,2.7004,0.072832,0.032284,0.852031,2.5576,0.099409,0.106517,3.1955,0.000151,4.8932,2014-08-12
0.869169,2.9649,2.5536,2.9229,3.5173,0.5184,0.4465,4.2671,5.3661,0.411869,0.000273,0.052263,0.031229,0.000787,0.003109,0.003298,0.032665,2.6898,0.072664,0.032183,0.851231,2.5542,0.099517,0.106381,3.1925,0.000151,4.8809,2014-08-13
0.86673,2.9592,2.5488,2.9166,3.5064,0.5173,0.4452,4.2536,5.3107,0.410719,0.000272,0.052107,0.031039,0.000786,0.003095,0.003285,0.032501,2.6958,0.072641,0.031947,0.848831,2.5486,0.09964,0.106081,3.1835,0.00015,4.8663,2014-08-14
0.864008,2.9561,2.547,2.9103,3.4993,0.5158,0.4438,4.2403,5.2945,0.409436,0.000272,0.052226,0.030956,0.000777,0.003108,0.003275,0.03264,2.6881,0.07272,0.031862,0.846165,2.5468,0.099584,0.105872,3.1735,0.00015,4.8523,2014-08-15
0.858426,2.9384,2.5317,2.8954,3.49,0.5129,0.441,4.222,5.2713,0.406805,0.00027,0.051876,0.030799,0.000779,0.003098,0.003257,0.032429,2.6764,0.072234,0.031546,0.840654,2.5318,0.098995,0.105223,3.153,0.000149,4.8211,2014-08-18
0.858823,2.9417,2.5331,2.8966,3.4774,0.5135,0.4412,4.2128,5.2737,0.407001,0.00027,0.0519,0.030744,0.000773,0.003096,0.003255,0.032445,2.6591,0.072152,0.031583,0.841099,2.5337,0.099105,0.105185,3.1545,0.000149,4.8267,2014-08-19
0.861273,2.9406,2.5359,2.8918,3.4792,0.5151,0.4424,4.2131,5.2582,0.408159,0.000271,0.052138,0.030718,0.000775,0.003102,0.003265,0.032583,2.6629,0.072383,0.031509,0.843521,2.5361,0.099138,0.10552,3.1635,0.000149,4.8315,2014-08-20
0.864813,2.946,2.5369,2.8947,3.4758,0.5173,0.4443,4.2111,5.2703,0.409826,0.000271,0.052405,0.030595,0.00078,0.003101,0.003278,0.032752,2.6554,0.072402,0.031388,0.846965,2.537,0.099405,0.105954,3.1765,0.00015,4.8394,2014-08-21
0.861966,2.9458,2.5342,2.8922,3.4719,0.5147,0.4428,4.2033,5.2472,0.408513,0.000271,0.05218,0.030461,0.000777,0.0031,0.003264,0.032529,2.6558,0.07216,0.031347,0.844188,2.5345,0.098984,0.105551,3.166,0.000149,4.8175,2014-08-22
0.863179,2.9508,2.5338,2.8925,3.4609,0.5154,0.4434,4.1859,5.2483,0.409073,0.000271,0.052431,0.030437,0.000776,0.003102,0.003272,0.03277,2.6486,0.072287,0.03136,0.845388,2.534,0.099202,0.105787,3.1705,0.00015,4.8255,2014-08-25
0.861557,2.9367,2.53,2.8802,3.4556,0.5142,0.4426,4.1735,5.2439,0.408304,0.00027,0.05234,0.030421,0.000777,0.003108,0.003269,0.032654,2.6343,0.07215,0.031301,0.843788,2.5298,0.098968,0.105591,3.1645,0.000149,4.8063,2014-08-26
0.859504,2.9426,2.5278,2.8869,3.4388,0.5131,0.4415,4.1545,5.2229,0.407329,0.00027,0.052238,0.030331,0.000773,0.00311,0.003261,0.032646,2.6388,0.072117,0.030966,0.841766,2.5282,0.098888,0.10539,3.157,0.000149,4.7947,2014-08-27
0.855964,2.9368,2.5221,2.8969,3.4379,0.5118,0.4397,4.1491,5.2153,0.405675,0.000269,0.052006,0.030299,0.000772,0.003103,0.003244,0.032503,2.6337,0.072014,0.031113,0.838299,2.5219,0.098604,0.104949,3.144,0.000148,4.7728,2014-08-28
0.85964,2.9518,2.5286,2.908,3.4499,0.514,0.4416,4.1621,5.2367,0.407411,0.00027,0.05219,0.030435,0.000773,0.003108,0.003262,0.032619,2.6439,0.072175,0.030941,0.841899,2.5286,0.098757,0.105618,3.1575,0.000149,4.7936,2014-08-29
0.861025,2.9514,2.5304,2.9093,3.4399,0.5149,0.4423,4.153,5.2526,0.408057,0.00027,0.052247,0.030288,0.000775,0.003122,0.003264,0.032654,2.6499,0.072691,0.030899,0.843232,2.5304,0.098905,0.105913,3.1625,0.000149,4.8019,2014-09-02
0.866718,2.9551,2.5405,2.914,3.4631,0.5178,0.4452,4.1807,5.2423,0.410756,0.000271,0.052524,0.030266,0.00078,0.00313,0.003289,0.032922,2.6449,0.072894,0.031165,0.848831,2.5404,0.099128,0.106292,3.1835,0.00015,4.8189,2014-09-03
