aed,aud,bnd,cad,chf,cny,egp,eur,gbp,hkd,idr,inr,jpy,khr,krw,mmk,npr,nzd,php,pkr,sar,sgd,thb,twd,usd,vnd,xdr,date,rate_type
,,,,2.8233,,,4.2662,6.1162,0.487234,,,0.032016,,,,,,,,,2.1473,,,3.8,,,2003-05-02,buying
,,,,2.8241,,,4.2662,6.1162,0.487234,,,0.032023,,,,,,,,,2.1478,,,3.8,,,2003-05-02,middle
,,,,2.8241,,,4.268,6.1162,0.487234,,,0.03203,,,,,,,,,2.1482,,,3.8,,,2003-05-02,selling
,,,,2.8241,,,4.2626,6.0938,0.487234,,,0.031943,,,,,,,,,2.1505,,,3.8,,,2003-05-05,buying
,,,,2.8241,,,4.2626,6.0938,0.487234,,,0.031945,,,,,,,,,2.151,,,3.8,,,2003-05-05,middle
,,,,2.8249,,,4.2644,6.0976,0.487234,,,0.031946,,,,,,,,,2.151,,,3.8,,,2003-05-05,selling
,,,,2.8297,,,4.2863,6.105,0.487234,,,0.032046,,,,,,,,,2.1668,,,3.8,,,2003-05-06,buying
,,,,2.8297,,,4.2863,6.105,0.487234,,,0.032053,,,,,,,,,2.1668,,,3.8,,,2003-05-06,middle
,,,,2.8305,,,4.2882,6.105,0.487234,,,0.032059,,,,,,,,,2.1673,,,3.8,,,2003-05-06,selling
,,,,2.8645,,,4.3365,6.1312,0.487234,,,0.032294,,,,,,,,,2.1858,,,3.8,,,2003-05-07,buying
,,,,2.8653,,,4.3365,6.1312,0.487234,,,0.032301,,,,,,,,,2.1863,,,3.8,,,2003-05-07,middle
,,,,2.8662,,,4.3384,6.1312,0.487234,,,0.032307,,,,,,,,,2.1867,,,3.8,,,2003-05-07,selling
,,,,2.8703,,,4.3141,6.0643,0.487234,,,0.032584,,,,,,,,,2.1867,,,3.8,,,2003-05-08,buying
,,,,2.8711,,,4.3141,6.068,0.487234,,,0.032591,,,,,,,,,2.1872,,,3.8,,,2003-05-08,middle
,,,,2.8719,,,4.3159,6.068,0.487258,,,0.032598,,,,,,,,,2.1877,,,3.8,,,2003-05-08,selling
,,,,2.9002,,,4.3783,6.0976,0.487282,,,0.032423,,,,,,,,,2.182,,,3.8,,,2003-05-09,selling
,,,,2.9002,,,4.3783,6.0976,0.487234,,,0.032416,,,,,,,,,2.1815,,,3.8,,,2003-05-09,middle
,,,,2.8994,,,4.3764,6.0976,0.487211,,,0.032409,,,,,,,,,2.181,,,3.8,,,2003-05-09,buying
,,,,2.907,,,4.3917,6.0938,0.487234,,,0.032479,,,,,,,,,2.1896,,,3.8,,,2003-05-12,buying
,,,,2.9078,,,4.3917,6.0976,0.487234,,,0.032486,,,,,,,,,2.1901,,,3.8,,,2003-05-12,middle
,,,,2.9078,,,4.3937,6.0976,0.487234,,,0.032493,,,,,,,,,2.1906,,,3.8,,,2003-05-12,selling
,,,,2.8827,,,4.3611,6.105,0.487258,,,0.032351,,,,,,,,,2.1891,,,3.8,,,2003-05-13,buying
,,,,2.8835,,,4.363,6.1087,0.487258,,,0.032358,,,,,,,,,2.1896,,,3.8,,,2003-05-13,middle
,,,,2.8843,,,4.363,6.1087,0.487258,,,0.032365,,,,,,,,,2.1906,,,3.8,,,2003-05-13,selling
,,,,2.8744,,,4.3309,6.1614,0.487282,,,0.03264,,,,,,,,,2.2114,,,3.8,,,2003-05-16,selling
,,,,2.8736,,,4.3309,6.1614,0.487234,,,0.032633,,,,,,,,,2.2109,,,3.8,,,2003-05-16,middle
,,,,2.8736,,,4.329,6.1614,0.487211,,,0.032626,,,,,,,,,2.2109,,,3.8,,,2003-05-16,buying
,,,,2.9317,,,4.4405,6.192,0.487211,,,0.032866,,,,,,,,,2.2095,,,3.8,,,2003-05-19,buying
,,,,2.9326,,,4.4405,6.192,0.487234,,,0.032873,,,,,,,,,2.2099,,,3.8,,,2003-05-19,middle
,,,,2.9343,,,4.4425,6.192,0.487234,,,0.03288,,,,,,,,,2.2104,,,3.8,,,2003-05-19,selling
,,,,2.9265,,,4.4228,6.1996,0.487234,,,0.032454,,,,,,,,,2.2002,,,3.8,,,2003-05-20,buying
,,,,2.9274,,,4.4248,6.1996,0.487258,,,0.032461,,,,,,,,,2.2012,,,3.8,,,2003-05-20,middle
,,,,2.9291,,,4.4248,6.2035,0.487258,,,0.032468,,,,,,,,,2.2017,,,3.8,,,2003-05-20,selling
,,,,2.9472,,,4.4543,6.2383,0.487234,,,0.032584,,,,,,,,,2.2056,,,3.8,,,2003-05-21,selling
,,,,2.9455,,,4.4524,6.2344,0.487234,,,0.032571,,,,,,,,,2.2041,,,3.8,,,2003-05-21,buying
,,,,2.9464,,,4.4543,6.2344,0.487234,,,0.032577,,,,,,,,,2.2046,,,3.8,,,2003-05-21,middle
,,,,2.9265,,,4.4228,6.215,0.487234,,,0.032335,,,,,,,,,2.1988,,,3.8,,,2003-05-22,buying
,,,,2.9274,,,4.4248,6.215,0.487234,,,0.032342,,,,,,,,,2.1988,,,3.8,,,2003-05-22,middle
,,,,2.9274,,,4.4248,6.215,0.487258,,,0.032349,,,,,,,,,2.1993,,,3.8,,,2003-05-22,selling
,,,,2.9265,,,4.4346,6.1996,0.487234,,,0.032373,,,,,,,,,2.208,,,3.8,,,2003-05-23,buying
,,,,2.9274,,,4.4346,6.2035,0.487258,,,0.03238,,,,,,,,,2.2085,,,3.8,,,2003-05-23,middle
,,,,2.9274,,,4.4366,6.2035,0.487258,,,0.032387,,,,,,,,,2.2085,,,3.8,,,2003-05-23,selling
,,,,2.942,,,4.4883,6.2267,0.487234,,,0.032506,,,,,,,,,2.2114,,,3.8,,,2003-05-26,buying
,,,,2.9429,,,4.4883,6.2267,0.487258,,,0.032513,,,,,,,,,2.2119,,,3.8,,,2003-05-26,middle
,,,,2.9438,,,4.4903,6.2267,0.487258,,,0.03252,,,,,,,,,2.2129,,,3.8,,,2003-05-26,selling
,,,,2.9603,,,4.5188,6.2383,0.487234,,,0.032576,,,,,,,,,2.2104,,,3.8,,,2003-05-27,buying
,,,,2.9603,,,4.5208,6.2383,0.487258,,,0.032583,,,,,,,,,2.2114,,,3.8,,,2003-05-27,middle
,,,,2.9612,,,4.5208,6.2383,0.487282,,,0.03259,,,,,,,,,2.2119,,,3.8,,,2003-05-27,selling
,,,,2.9516,,,4.4924,6.2267,0.487282,,,0.03242,,,,,,,,,2.2012,,,3.8,,,2003-05-28,selling
,,,,2.9507,,,4.4903,6.2267,0.487258,,,0.032414,,,,,,,,,2.2002,,,3.8,,,2003-05-28,middle
,,,,2.9499,,,4.4903,6.2267,0.487258,,,0.032407,,,,,,,,,2.1997,,,3.8,,,2003-05-28,buying
,,,,2.9317,,,4.4703,6.2228,0.487258,,,0.032057,,,,,,,,,2.1901,,,3.8,,,2003-05-29,buying
,,,,2.9326,,,4.4703,6.2228,0.487282,,,0.032063,,,,,,,,,2.1911,,,3.8,,,2003-05-29,middle
,,,,2.9326,,,4.4723,6.2228,0.487282,,,0.03207,,,,,,,,,2.1915,,,3.8,,,2003-05-29,selling
,,,,2.9568,,,4.5167,6.2814,0.487258,,,0.032122,,,,,,,,,2.1988,,,3.8,,,2003-05-30,buying
,,,,2.9577,,,4.5188,6.2814,0.487282,,,0.032129,,,,,,,,,2.1993,,,3.8,,,2003-05-30,middle
,,,,2.9577,,,4.5188,6.2814,0.487282,,,0.032135,,,,,,,,,2.1997,,,3.8,,,2003-05-30,selling
,,,,2.9104,,,4.4504,6.1881,0.487234,,,0.031855,,,,,,,,,2.1915,,,3.8,,,2003-06-02,buying
,,,,2.9121,,,4.4504,6.1881,0.487282,,,0.031866,,,,,,,,,2.1925,,,3.8,,,2003-06-02,middle
,,,,2.9129,,,4.4504,6.192,0.487306,,,0.031876,,,,,,,,,2.193,,,3.8,,,2003-06-02,selling
,,,,2.9189,,,4.4623,6.2189,0.487234,,,0.032068,,,,,,,,,2.1993,,,3.8,,,2003-06-03,buying
,,,,2.9189,,,4.4643,6.2189,0.487258,,,0.032074,,,,,,,,,2.1997,,,3.8,,,2003-06-03,middle
,,,,2.9197,,,4.4643,6.2189,0.487258,,,0.032081,,,,,,,,,2.2002,,,3.8,,,2003-06-03,selling
,,,,2.896,,,4.4543,6.192,0.487258,,,0.031848,,,,,,,,,2.2007,,,3.8,,,2003-06-04,middle
,,,,2.8969,,,4.4563,6.192,0.487282,,,0.031855,,,,,,,,,2.2012,,,3.8,,,2003-06-04,selling
,,,,2.896,,,4.4543,6.192,0.487258,,,0.031842,,,,,,,,,2.2002,,,3.8,,,2003-06-04,buying
,,,,2.8843,,,4.4228,6.192,0.487282,,,0.032059,,,,,,,,,2.2036,,,3.8,,,2003-06-05,selling
,,,,2.8827,,,4.4209,6.192,0.487258,,,0.032046,,,,,,,,,2.2022,,,3.8,,,2003-06-05,buying
,,,,2.8835,,,4.4228,6.192,0.487258,,,0.032053,,,,,,,,,2.2031,,,3.8,,,2003-06-05,middle
,,,,2.918,,,4.5004,6.3091,0.487258,,,0.032258,,,,,,,,,2.2104,,,3.8,,,2003-06-06,buying
,,,,2.9189,,,4.5025,6.3131,0.487258,,,0.032265,,,,,,,,,2.2109,,,3.8,,,2003-06-06,middle
,,,,2.9197,,,4.5025,6.3131,0.487258,,,0.032272,,,,,,,,,2.2114,,,3.8,,,2003-06-06,selling
,,,,2.8752,,,4.4346,6.3012,0.487258,,,0.032051,,,,,,,,,2.2002,,,3.8,,,2003-06-09,buying
,,,,2.876,,,4.4366,6.3012,0.487258,,,0.032059,,,,,,,,,2.2012,,,3.8,,,2003-06-09,middle
,,,,2.8769,,,4.4366,6.3012,0.487282,,,0.032068,,,,,,,,,2.2017,,,3.8,,,2003-06-09,selling
,,,,2.8868,,,4.4504,6.2422,0.487282,,,0.03216,,,,,,,,,2.2022,,,3.8,,,2003-06-10,buying
,,,,2.8877,,,4.4524,6.2461,0.487282,,,0.032167,,,,,,,,,2.2031,,,3.8,,,2003-06-10,middle
,,,,2.8885,,,4.4524,6.2461,0.487306,,,0.032173,,,,,,,,,2.2036,,,3.8,,,2003-06-10,selling
,,,,2.8893,,,4.4346,6.2775,0.487258,,,0.032261,,,,,,,,,2.1911,,,3.8,,,2003-06-11,buying
,,,,2.891,,,4.4366,6.2775,0.487258,,,0.032268,,,,,,,,,2.1915,,,3.8,,,2003-06-11,middle
,,,,2.8918,,,4.4385,6.2814,0.487282,,,0.032275,,,,,,,,,2.1925,,,3.8,,,2003-06-11,selling
,,,,2.9019,,,4.4623,6.3291,0.487258,,,0.032218,,,,,,,,,2.1834,,,3.8,,,2003-06-12,middle
,,,,2.9019,,,4.4643,6.3291,0.487282,,,0.032223,,,,,,,,,2.1839,,,3.8,,,2003-06-12,selling
,,,,2.9011,,,4.4623,6.3291,0.487234,,,0.032214,,,,,,,,,2.1825,,,3.8,,,2003-06-12,buying
,,,,2.8994,,,4.4683,6.3492,0.487234,,,0.032272,,,,,,,,,2.1844,,,3.8,,,2003-06-13,buying
,,,,2.8994,,,4.4703,6.3492,0.487234,,,0.032279,,,,,,,,,2.1848,,,3.8,,,2003-06-13,middle
,,,,2.9002,,,4.4703,6.3492,0.487258,,,0.032285,,,,,,,,,2.1853,,,3.8,,,2003-06-13,selling
,,,,2.9265,,,4.5167,6.3654,0.487234,,,0.032385,,,,,,,,,2.1978,,,3.8,,,2003-06-16,buying
,,,,2.9274,,,4.5188,6.3694,0.487234,,,0.032391,,,,,,,,,2.1983,,,3.8,,,2003-06-16,middle
,,,,2.9291,,,4.5188,6.3694,0.487258,,,0.032398,,,,,,,,,2.1993,,,3.8,,,2003-06-16,selling
,,,,2.9129,,,4.4964,6.3898,0.487234,,,0.032334,,,,,,,,,2.1997,,,3.8,,,2003-06-17,middle
,,,,2.9121,,,4.4944,6.3898,0.487234,,,0.032327,,,,,,,,,2.1993,,,3.8,,,2003-06-17,buying
,,,,2.9138,,,4.4964,6.3898,0.487258,,,0.03234,,,,,,,,,2.2007,,,3.8,,,2003-06-17,selling
,,,,2.9044,,,4.4743,6.3939,0.487234,,,0.032138,,,,,,,,,2.1978,,,3.8,,,2003-06-18,buying
,,,,2.9053,,,4.4763,6.398,0.487258,,,0.032145,,,,,,,,,2.1983,,,3.8,,,2003-06-18,middle
,,,,2.9061,,,4.4763,6.398,0.487258,,,0.032152,,,,,,,,,2.1993,,,3.8,,,2003-06-18,selling
,,,,2.8686,,,4.4346,6.3776,0.487258,,,0.032133,,,,,,,,,2.1944,,,3.8,,,2003-06-19,middle
,,,,2.8694,,,4.4366,6.3776,0.487258,,,0.032143,,,,,,,,,2.1949,,,3.8,,,2003-06-19,selling
,,,,2.8678,,,4.4346,6.3776,0.487258,,,0.032122,,,,,,,,,2.1939,,,3.8,,,2003-06-19,buying
,,,,2.8877,,,4.4563,6.3898,0.487258,,,0.032122,,,,,,,,,2.1964,,,3.8,,,2003-06-20,selling
,,,,2.8868,,,4.4543,6.3857,0.487234,,,0.032115,,,,,,,,,2.1959,,,3.8,,,2003-06-20,middle
,,,,2.886,,,4.4543,6.3857,0.487187,,,0.032108,,,,,,,,,2.1954,,,3.8,,,2003-06-20,buying
,,,,2.8523,,,4.3975,6.3171,0.487234,,,0.032065,,,,,,,,,2.1858,,,3.8,,,2003-06-23,buying
,,,,2.8531,,,4.3995,6.3171,0.487258,,,0.032072,,,,,,,,,2.1863,,,3.8,,,2003-06-23,middle
,,,,2.8539,,,4.3995,6.3171,0.487258,,,0.032078,,,,,,,,,2.1872,,,3.8,,,2003-06-23,selling
,,,,2.8686,,,4.3879,6.3331,0.487234,,,0.032285,,,,,,,,,2.1805,,,3.8,,,2003-06-24,buying
,,,,2.8686,,,4.3879,6.3331,0.487258,,,0.032292,,,,,,,,,2.1815,,,3.8,,,2003-06-24,middle
,,,,2.8694,,,4.3898,6.3331,0.487282,,,0.032299,,,,,,,,,2.182,,,3.8,,,2003-06-24,selling
,,,,2.8571,,,4.3687,6.3131,0.487258,,,0.032231,,,,,,,,,2.1815,,,3.8,,,2003-06-25,buying
,,,,2.8571,,,4.3687,6.3131,0.487258,,,0.032238,,,,,,,,,2.182,,,3.8,,,2003-06-25,middle
,,,,2.858,,,4.3706,6.3171,0.487282,,,0.032244,,,,,,,,,2.1825,,,3.8,,,2003-06-25,selling
,,,,2.8555,,,4.3783,6.3452,0.487282,,,0.03216,,,,,,,,,2.1839,,,3.8,,,2003-06-26,selling
,,,,2.8539,,,4.3783,6.3412,0.487258,,,0.032146,,,,,,,,,2.1825,,,3.8,,,2003-06-26,buying
,,,,2.8547,,,4.3783,6.3452,0.487258,,,0.032153,,,,,,,,,2.1834,,,3.8,,,2003-06-26,middle
,,,,2.8169,,,4.3478,6.3171,0.487306,,,0.031863,,,,,,,,,2.1654,,,3.8,,,2003-06-27,selling
,,,,2.8161,,,4.3459,6.3171,0.487282,,,0.031856,,,,,,,,,2.1645,,,3.8,,,2003-06-27,middle
,,,,2.8161,,,4.3459,6.3171,0.487282,,,0.03185,,,,,,,,,2.164,,,3.8,,,2003-06-27,buying
,,,,2.8153,,,4.3422,6.2814,0.487282,,,0.031746,,,,,,,,,2.1617,,,3.8,,,2003-06-30,buying
,,,,2.8153,,,4.344,6.2814,0.487306,,,0.031753,,,,,,,,,2.1622,,,3.8,,,2003-06-30,middle
,,,,2.8161,,,4.344,6.2854,0.487306,,,0.031759,,,,,,,,,2.1626,,,3.8,,,2003-06-30,selling
,,,,2.8106,,,4.3802,6.2893,0.487282,,,0.031799,,,,,,,,,2.1626,,,3.8,,,2003-07-01,buying
,,,,2.8114,,,4.3802,6.2893,0.487282,,,0.031806,,,,,,,,,2.1631,,,3.8,,,2003-07-01,middle
,,,,2.8121,,,4.3821,6.2893,0.487306,,,0.031812,,,,,,,,,2.1636,,,3.8,,,2003-07-01,selling
,,,,2.8281,,,4.3917,6.3171,0.487282,,,0.031853,,,,,,,,,2.1617,,,3.8,,,2003-07-02,selling
,,,,2.8273,,,4.3917,6.3171,0.487258,,,0.031839,,,,,,,,,2.1608,,,3.8,,,2003-07-02,buying
,,,,2.8281,,,4.3917,6.3171,0.487282,,,0.031846,,,,,,,,,2.1612,,,3.8,,,2003-07-02,middle
,,,,2.8233,,,4.3783,6.3251,0.487282,,,0.032129,,,,,,,,,2.1687,,,3.8,,,2003-07-03,middle
,,,,2.8233,,,4.3802,6.3291,0.487282,,,0.032135,,,,,,,,,2.1692,,,3.8,,,2003-07-03,selling
,,,,2.8225,,,4.3783,6.3251,0.487258,,,0.032122,,,,,,,,,2.1683,,,3.8,,,2003-07-03,buying
,,,,2.8129,,,4.3592,6.3412,0.487306,,,0.032088,,,,,,,,,2.1678,,,3.8,,,2003-07-04,middle
,,,,2.8137,,,4.3611,6.3412,0.487306,,,0.032095,,,,,,,,,2.1683,,,3.8,,,2003-07-04,selling
,,,,2.8121,,,4.3592,6.3412,0.487282,,,0.032081,,,,,,,,,2.1673,,,3.8,,,2003-07-04,buying
,,,,2.8153,,,4.3592,6.3331,0.487282,,,0.032163,,,,,,,,,2.173,,,3.8,,,2003-07-07,selling
,,,,2.8137,,,4.3573,6.3331,0.487282,,,0.032149,,,,,,,,,2.1725,,,3.8,,,2003-07-07,buying
,,,,2.8145,,,4.3573,6.3331,0.487282,,,0.032156,,,,,,,,,2.1725,,,3.8,,,2003-07-07,middle
,,,,2.7655,,,4.2992,6.2617,0.487258,,,0.032149,,,,,,,,,2.164,,,3.8,,,2003-07-08,buying
,,,,2.7663,,,4.2992,6.2657,0.487282,,,0.032156,,,,,,,,,2.165,,,3.8,,,2003-07-08,middle
,,,,2.7663,,,4.3011,6.2657,0.487282,,,0.032163,,,,,,,,,2.1654,,,3.8,,,2003-07-08,selling
,,,,2.7739,,,4.2992,6.215,0.487234,,,0.032068,,,,,,,,,2.1631,,,3.8,,,2003-07-09,buying
,,,,2.7747,,,4.2992,6.215,0.487258,,,0.032074,,,,,,,,,2.1636,,,3.8,,,2003-07-09,middle
,,,,2.7747,,,4.3011,6.215,0.487258,,,0.032081,,,,,,,,,2.164,,,3.8,,,2003-07-09,selling
,,,,2.7894,,,4.3011,6.2035,0.487258,,,0.032239,,,,,,,,,2.1617,,,3.8,,,2003-07-10,buying
,,,,2.7902,,,4.3029,6.2035,0.487258,,,0.032243,,,,,,,,,2.1622,,,3.8,,,2003-07-10,middle
,,,,2.791,,,4.3048,6.2073,0.487282,,,0.032247,,,,,,,,,2.1622,,,3.8,,,2003-07-10,selling
,,,,2.7809,,,4.3066,6.2189,0.487234,,,0.032247,,,,,,,,,2.1683,,,3.8,,,2003-07-11,buying
,,,,2.7816,,,4.3085,6.2228,0.487234,,,0.032254,,,,,,,,,2.1687,,,3.8,,,2003-07-11,middle
,,,,2.7824,,,4.3085,6.2228,0.487234,,,0.032261,,,,,,,,,2.1692,,,3.8,,,2003-07-11,selling
,,,,2.7586,,,4.2827,6.1843,0.487211,,,0.032273,,,,,,,,,2.1659,,,3.8,,,2003-07-14,middle
,,,,2.7594,,,4.2827,6.1843,0.487234,,,0.03228,,,,,,,,,2.1668,,,3.8,,,2003-07-14,selling
,,,,2.7579,,,4.2808,6.1843,0.487211,,,0.032266,,,,,,,,,2.1654,,,3.8,,,2003-07-14,buying
,,,,2.7617,,,4.2827,6.1275,0.487187,,,0.032264,,,,,,,,,2.1631,,,3.8,,,2003-07-15,buying
,,,,2.7624,,,4.2845,6.1275,0.487211,,,0.032275,,,,,,,,,2.1636,,,3.8,,,2003-07-15,middle
,,,,2.7632,,,4.2845,6.1275,0.487234,,,0.032285,,,,,,,,,2.164,,,3.8,,,2003-07-15,selling
,,,,2.7315,,,4.2355,6.0314,0.487187,,,0.032086,,,,,,,,,2.1547,,,3.8,,,2003-07-16,buying
,,,,2.7322,,,4.2355,6.0314,0.487211,,,0.032091,,,,,,,,,2.1556,,,3.8,,,2003-07-16,middle
,,,,2.733,,,4.2355,6.035,0.487234,,,0.032095,,,,,,,,,2.1561,,,3.8,,,2003-07-16,selling
,,,,2.7647,,,4.2608,6.068,0.487211,,,0.032158,,,,,,,,,2.1584,,,3.8,,,2003-07-17,middle
,,,,2.764,,,4.2608,6.068,0.487211,,,0.032152,,,,,,,,,2.158,,,3.8,,,2003-07-17,buying
,,,,2.7647,,,4.2626,6.0716,0.487234,,,0.032165,,,,,,,,,2.1589,,,3.8,,,2003-07-17,selling
,,,,2.7801,,,4.2662,6.0606,0.487211,,,0.031935,,,,,,,,,2.1547,,,3.8,,,2003-07-18,buying
,,,,2.7809,,,4.2662,6.0643,0.487211,,,0.031942,,,,,,,,,2.1552,,,3.8,,,2003-07-18,middle
,,,,2.7816,,,4.268,6.0643,0.487234,,,0.031949,,,,,,,,,2.1556,,,3.8,,,2003-07-18,selling
,,,,2.7933,,,4.2827,6.0024,0.487234,,,0.03211,,,,,,,,,2.1622,,,3.8,,,2003-07-21,middle
,,,,2.7941,,,4.2845,6.006,0.487234,,,0.032116,,,,,,,,,2.1626,,,3.8,,,2003-07-21,selling
,,,,2.7925,,,4.2827,6.0024,0.487211,,,0.032103,,,,,,,,,2.1617,,,3.8,,,2003-07-21,buying
,,,,2.8027,,,4.3066,6.0716,0.487234,,,0.031962,,,,,,,,,2.1594,,,3.8,,,2003-07-22,selling
,,,,2.8019,,,4.3066,6.068,0.487234,,,0.031958,,,,,,,,,2.1589,,,3.8,,,2003-07-22,middle
,,,,2.8019,,,4.3066,6.068,0.487211,,,0.031954,,,,,,,,,2.1584,,,3.8,,,2003-07-22,buying
,,,,2.7886,,,4.3066,6.0569,0.487211,,,0.031943,,,,,,,,,2.1622,,,3.8,,,2003-07-23,buying
,,,,2.7894,,,4.3066,6.0569,0.487211,,,0.031948,,,,,,,,,2.1626,,,3.8,,,2003-07-23,middle
,,,,2.7902,,,4.3085,6.0569,0.487234,,,0.031952,,,,,,,,,2.1636,,,3.8,,,2003-07-23,selling
,,,,2.8169,,,4.3592,6.105,0.487211,,,0.031962,,,,,,,,,2.1626,,,3.8,,,2003-07-24,buying
,,,,2.8185,,,4.3592,6.105,0.487211,,,0.031969,,,,,,,,,2.1631,,,3.8,,,2003-07-24,middle
,,,,2.8201,,,4.3611,6.1087,0.487234,,,0.031976,,,,,,,,,2.164,,,3.8,,,2003-07-24,selling
,,,,2.8153,,,4.3535,6.1275,0.487211,,,0.031858,,,,,,,,,2.172,,,3.8,,,2003-07-25,buying
,,,,2.8161,,,4.3554,6.1275,0.487211,,,0.031862,,,,,,,,,2.172,,,3.8,,,2003-07-25,middle
,,,,2.8177,,,4.3554,6.1312,0.487234,,,0.031866,,,,,,,,,2.1725,,,3.8,,,2003-07-25,selling
,,,,2.8185,,,4.363,6.1501,0.487234,,,0.031901,,,,,,,,,2.1749,,,3.8,,,2003-07-28,buying
,,,,2.8193,,,4.363,6.1538,0.487234,,,0.031907,,,,,,,,,2.1749,,,3.8,,,2003-07-28,middle
,,,,2.8193,,,4.3649,6.1538,0.487258,,,0.031914,,,,,,,,,2.1753,,,3.8,,,2003-07-28,selling
,,,,2.8217,,,4.3649,6.1728,0.487234,,,0.031798,,,,,,,,,2.1687,,,3.8,,,2003-07-29,middle
,,,,2.8217,,,4.3649,6.1767,0.487234,,,0.031804,,,,,,,,,2.1692,,,3.8,,,2003-07-29,selling
,,,,2.8209,,,4.3649,6.1728,0.487234,,,0.031791,,,,,,,,,2.1683,,,3.8,,,2003-07-29,buying
,,,,2.8114,,,4.3497,6.1728,0.487211,,,0.031685,,,,,,,,,2.164,,,3.8,,,2003-07-30,buying
,,,,2.8114,,,4.3497,6.1728,0.487234,,,0.031689,,,,,,,,,2.1645,,,3.8,,,2003-07-30,middle
,,,,2.8121,,,4.3497,6.1728,0.487258,,,0.031693,,,,,,,,,2.1654,,,3.8,,,2003-07-30,selling
,,,,2.7871,,,4.3141,6.1425,0.487234,,,0.031619,,,,,,,,,2.1608,,,3.8,,,2003-07-31,buying
,,,,2.7878,,,4.3159,6.1425,0.487234,,,0.031626,,,,,,,,,2.1617,,,3.8,,,2003-07-31,middle
,,,,2.7886,,,4.3159,6.1463,0.487258,,,0.031632,,,,,,,,,2.1622,,,3.8,,,2003-07-31,selling
,,,,2.7701,,,4.2662,6.1162,0.487211,,,0.031534,,,,,,,,,2.157,,,3.8,,,2003-08-01,middle
,,,,2.7693,,,4.2662,6.1162,0.487211,,,0.03153,,,,,,,,,2.1566,,,3.8,,,2003-08-01,buying
,,,,2.7709,,,4.2662,6.1162,0.487234,,,0.031538,,,,,,,,,2.158,,,3.8,,,2003-08-01,selling
,,,,2.7847,,,4.2827,6.1237,0.487211,,,0.031693,,,,,,,,,2.1594,,,3.8,,,2003-08-04,buying
,,,,2.7855,,,4.2827,6.1237,0.487234,,,0.0317,,,,,,,,,2.1603,,,3.8,,,2003-08-04,middle
,,,,2.7855,,,4.2845,6.1237,0.487234,,,0.031706,,,,,,,,,2.1608,,,3.8,,,2003-08-04,selling
,,,,2.8177,,,4.3122,6.12,0.487234,,,0.03155,,,,,,,,,2.158,,,3.8,,,2003-08-05,middle
,,,,2.8185,,,4.3122,6.12,0.487234,,,0.031554,,,,,,,,,2.1584,,,3.8,,,2003-08-05,selling
,,,,2.8177,,,4.3122,6.1162,0.487211,,,0.031546,,,,,,,,,2.1575,,,3.8,,,2003-08-05,buying
,,,,2.8201,,,4.3271,6.1275,0.487234,,,0.031659,,,,,,,,,2.1542,,,3.8,,,2003-08-06,selling
,,,,2.8193,,,4.3271,6.1275,0.487211,,,0.031655,,,,,,,,,2.1538,,,3.8,,,2003-08-06,middle
,,,,2.8193,,,4.3271,6.1275,0.487211,,,0.031651,,,,,,,,,2.1538,,,3.8,,,2003-08-06,buying
,,,,2.8074,,,4.3085,6.1162,0.487211,,,0.031624,,,,,,,,,2.1561,,,3.8,,,2003-08-07,buying
,,,,2.8082,,,4.3085,6.1162,0.487211,,,0.031628,,,,,,,,,2.1561,,,3.8,,,2003-08-07,middle
,,,,2.8082,,,4.3103,6.12,0.487234,,,0.031632,,,,,,,,,2.1566,,,3.8,,,2003-08-07,selling
,,,,2.8106,,,4.3178,6.1387,0.487187,,,0.031871,,,,,,,,,2.1636,,,3.8,,,2003-08-08,buying
,,,,2.8106,,,4.3178,6.1387,0.487211,,,0.031878,,,,,,,,,2.164,,,3.8,,,2003-08-08,middle
,,,,2.8114,,,4.3197,6.1387,0.487234,,,0.031885,,,,,,,,,2.1645,,,3.8,,,2003-08-08,selling
,,,,2.7871,,,4.2863,6.0827,0.487211,,,0.031909,,,,,,,,,2.1598,,,3.8,,,2003-08-11,buying
,,,,2.7878,,,4.2882,6.0864,0.487211,,,0.031913,,,,,,,,,2.1608,,,3.8,,,2003-08-11,middle
,,,,2.7886,,,4.2882,6.0864,0.487234,,,0.031917,,,,,,,,,2.1612,,,3.8,,,2003-08-11,selling
,,,,2.798,,,4.3141,6.105,0.487211,,,0.032011,,,,,,,,,2.1659,,,3.8,,,2003-08-12,buying
,,,,2.798,,,4.3141,6.105,0.487211,,,0.032015,,,,,,,,,2.1664,,,3.8,,,2003-08-12,middle
,,,,2.7988,,,4.3141,6.105,0.487234,,,0.032019,,,,,,,,,2.1664,,,3.8,,,2003-08-12,selling
,,,,2.7747,,,4.2808,6.0864,0.487234,,,0.032032,,,,,,,,,2.1645,,,3.8,,,2003-08-13,selling
,,,,2.7739,,,4.2808,6.0864,0.487211,,,0.032028,,,,,,,,,2.164,,,3.8,,,2003-08-13,middle
,,,,2.7732,,,4.279,6.0827,0.487211,,,0.032024,,,,,,,,,2.1636,,,3.8,,,2003-08-13,buying
,,,,2.7832,,,4.3048,6.1087,0.487211,,,0.031839,,,,,,,,,2.1654,,,3.8,,,2003-08-14,buying
,,,,2.784,,,4.3048,6.1087,0.487211,,,0.031846,,,,,,,,,2.1654,,,3.8,,,2003-08-14,middle
