aed,aud,bnd,cad,chf,cny,egp,eur,gbp,hkd,idr,inr,jpy,khr,krw,mmk,npr,nzd,php,pkr,sar,sgd,thb,twd,usd,vnd,xdr,date,rate_type
0.871341,2.8029,2.3165,3.1053,3.0274,0.4726,0.5618,4.0362,4.815,0.411825,0.000354,0.069085,0.035943,0.000759,0.002678,0.49922,0.043144,2.2666,0.069264,0.037296,0.853356,2.3192,0.098949,0.099844,3.2,0.000168,,2010-07-12,selling
0.869222,2.8003,2.3072,3.0886,3.0089,0.4715,0.5603,4.0254,4.8007,0.410633,0.000353,0.068889,0.035961,0.00075,0.002665,0.494272,0.042392,2.2788,0.069068,0.03715,0.851285,2.3134,0.098641,0.099269,3.193,0.000167,,2010-07-13,buying
0.869749,2.8025,2.3092,3.0907,3.0111,0.4718,0.5607,4.0276,4.8036,0.410858,0.000353,0.068944,0.035982,0.000754,0.002667,0.496434,0.042698,2.2802,0.069123,0.03721,0.851799,2.3155,0.098733,0.09944,3.1945,0.000167,4.7611,2010-07-13,middle
0.870276,2.8048,2.3111,3.0927,3.0134,0.472,0.5611,4.0298,4.8065,0.411082,0.000353,0.068998,0.036003,0.000759,0.002668,0.498596,0.043003,2.2816,0.069177,0.037271,0.852312,2.3176,0.098825,0.09961,3.196,0.000167,,2010-07-13,selling
0.868263,2.8174,2.3036,3.0938,3.0205,0.471,0.5599,4.0539,4.8523,0.410284,0.000352,0.068691,0.035879,0.00075,0.002655,0.493808,0.042624,2.2914,0.069003,0.037136,0.850667,2.3181,0.098548,0.098884,3.19,0.000167,,2010-07-14,buying
0.868956,2.8192,2.3057,3.0961,3.0228,0.4712,0.5602,4.0564,4.8549,0.410485,0.000353,0.068753,0.035898,0.000754,0.002657,0.495968,0.04265,2.2929,0.069058,0.037197,0.851123,2.3201,0.098671,0.098946,3.1915,0.000167,4.7608,2010-07-14,middle
0.869648,2.821,2.3077,3.0985,3.0251,0.4715,0.5606,4.0589,4.8575,0.410686,0.000353,0.068815,0.035917,0.000758,0.002659,0.498128,0.042676,2.2945,0.069113,0.037258,0.85158,2.322,0.098793,0.099008,3.193,0.000167,,2010-07-14,selling
0.874088,2.8216,2.3349,3.0997,3.049,0.4739,0.5636,4.0822,4.8933,0.412963,0.000355,0.069315,0.036415,0.00076,0.002661,0.50078,0.043244,2.3131,0.069405,0.037544,0.856,2.3317,0.099412,0.099907,3.21,0.000168,,2010-07-15,selling
0.873424,2.8195,2.3324,3.097,3.0464,0.4736,0.5631,4.0791,4.8893,0.412703,0.000355,0.069265,0.036384,0.000756,0.002659,0.498532,0.04293,2.3101,0.069325,0.037477,0.855353,2.3294,0.099273,0.099813,3.208,0.000168,4.8088,2010-07-15,middle
0.872761,2.8174,2.3299,3.0943,3.0438,0.4732,0.5627,4.0761,4.8853,0.412443,0.000354,0.069214,0.036353,0.000751,0.002657,0.496285,0.042616,2.307,0.069244,0.03741,0.854705,2.3271,0.099134,0.09972,3.206,0.000168,,2010-07-15,buying
0.87153,2.8194,2.3306,3.0797,3.07,0.4724,0.5621,4.1344,4.9359,0.412071,0.000354,0.069217,0.036624,0.00075,0.002668,0.495666,0.042642,2.3131,0.069232,0.037363,0.853707,2.3287,0.09898,0.099658,3.202,0.000168,,2010-07-16,buying
0.872223,2.821,2.3325,3.0815,3.0717,0.4727,0.5624,4.1365,4.9387,0.41227,0.000354,0.06928,0.036643,0.000755,0.00267,0.497833,0.04295,2.3152,0.069302,0.037424,0.854164,2.3308,0.099042,0.099735,3.2035,0.000168,4.8209,2010-07-16,middle
0.872916,2.8226,2.3345,3.0832,3.0735,0.473,0.5627,4.1386,4.9415,0.412468,0.000354,0.069342,0.036662,0.000759,0.002672,0.5,0.043258,2.3172,0.069372,0.037485,0.854621,2.3329,0.099103,0.099813,3.205,0.000168,,2010-07-16,selling
0.877348,2.7871,2.3394,3.0464,3.0731,0.4757,0.5656,4.1532,4.9275,0.414411,0.000357,0.069093,0.037203,0.000755,0.002654,0.498839,0.043047,2.267,0.0696,0.037602,0.859219,2.3311,0.099814,0.100264,3.2225,0.000169,,2010-07-19,buying
0.877769,2.7889,2.3413,3.0486,3.0752,0.476,0.566,4.1556,4.9305,0.414612,0.000357,0.069147,0.037231,0.00076,0.002655,0.501019,0.043073,2.2694,0.06967,0.037664,0.859676,2.3332,0.099907,0.100327,3.224,0.000169,4.8776,2010-07-19,middle
0.878189,2.7907,2.3433,3.0507,3.0772,0.4762,0.5663,4.158,4.9334,0.414813,0.000357,0.069202,0.037259,0.000764,0.002657,0.503198,0.043099,2.2717,0.069741,0.037725,0.860133,2.3353,0.1,0.100389,3.2255,0.000169,,2010-07-19,selling
0.877389,2.8076,2.337,3.0619,3.0558,0.4755,0.5654,4.1699,4.9077,0.414518,0.000355,0.068677,0.03708,0.000755,0.00265,0.498916,0.042469,2.2793,0.069312,0.037687,0.85926,2.3406,0.099752,0.100155,3.223,0.000169,,2010-07-20,buying
0.877781,2.8089,2.3388,3.0636,3.0572,0.4757,0.5658,4.1717,4.9102,0.414673,0.000356,0.068713,0.037098,0.00076,0.002651,0.501018,0.042766,2.2807,0.069408,0.037743,0.859642,2.3423,0.099861,0.100304,3.224,0.000169,4.876,2010-07-20,middle
0.878172,2.8103,2.3405,3.0653,3.0586,0.4759,0.5662,4.1735,4.9126,0.414828,0.000356,0.068749,0.037116,0.000764,0.002652,0.50312,0.043063,2.282,0.069504,0.037799,0.860023,2.3441,0.099969,0.100452,3.225,0.000169,,2010-07-20,selling
0.873282,2.8262,2.336,3.0722,3.048,0.4733,0.5628,4.1332,4.8967,0.412392,0.000354,0.068372,0.036768,0.000752,0.002663,0.496594,0.042061,2.2944,0.069071,0.037433,0.855353,2.3355,0.099257,0.099813,3.208,0.000168,,2010-07-21,buying
0.873809,2.8285,2.3381,3.0742,3.0497,0.4735,0.5633,4.1362,4.8999,0.412612,0.000355,0.068418,0.036794,0.000757,0.002665,0.498765,0.04236,2.297,0.069126,0.037494,0.85581,2.3376,0.099381,0.099891,3.2095,0.000168,4.8451,2010-07-21,middle
0.874336,2.8308,2.3402,3.0763,3.0514,0.4737,0.5637,4.1393,4.9032,0.412831,0.000355,0.068465,0.036819,0.000761,0.002667,0.500936,0.04266,2.2997,0.06918,0.037556,0.856267,2.3397,0.099504,0.099969,3.211,0.000168,,2010-07-21,selling
0.876988,2.8227,2.3446,3.0691,3.0685,0.4754,0.5652,4.1061,4.8895,0.414207,0.000356,0.068707,0.037175,0.000752,0.002667,0.500553,0.042681,2.2898,0.069276,0.037629,0.858842,2.3388,0.099629,0.100202,3.221,0.000169,4.8511,2010-07-22,middle
0.877652,2.8253,2.3471,3.0719,3.0719,0.4757,0.5656,4.109,4.8935,0.414486,0.000357,0.068779,0.037208,0.000757,0.002669,0.502808,0.042991,2.2928,0.069357,0.037696,0.85949,2.3413,0.099722,0.10028,3.223,0.000169,,2010-07-22,selling
0.876324,2.8202,2.3421,3.0663,3.0651,0.475,0.5647,4.1033,4.8855,0.413929,0.000356,0.068635,0.037141,0.000748,0.002665,0.498297,0.042372,2.2868,0.069196,0.037561,0.858194,2.3363,0.099536,0.100124,3.219,0.000169,,2010-07-22,buying
0.872507,2.8619,2.335,3.0869,3.0711,0.4727,0.562,4.1319,4.8909,0.412202,0.000354,0.068582,0.036783,0.000755,0.002678,0.497988,0.042502,2.3261,0.068914,0.037458,0.854442,2.3348,0.099364,0.099681,3.2045,0.000168,4.8369,2010-07-23,middle
0.873213,2.8636,2.3371,3.0892,3.0732,0.473,0.5624,4.1345,4.8936,0.412416,0.000354,0.068622,0.036812,0.00076,0.002679,0.500156,0.042804,2.3288,0.06902,0.037519,0.85507,2.3369,0.099442,0.099736,3.206,0.000168,,2010-07-23,selling
0.871802,2.8603,2.3328,3.0846,3.0689,0.4725,0.5616,4.1293,4.8881,0.411988,0.000354,0.068543,0.036753,0.000751,0.002676,0.49582,0.0422,2.3235,0.068808,0.037396,0.853815,2.3327,0.099287,0.099627,3.203,0.000168,,2010-07-23,buying
0.869897,2.8626,2.3315,3.0785,3.0319,0.4713,0.5603,4.1257,4.928,0.411303,0.000353,0.068503,0.036448,0.000753,0.00267,0.496512,0.042545,2.3237,0.068969,0.037412,0.852057,2.333,0.099085,0.099564,3.195,0.000167,4.8337,2010-07-26,middle
0.870601,2.8647,2.3329,3.0807,3.0339,0.4716,0.5609,4.1283,4.9306,0.411517,0.000354,0.06855,0.036477,0.000757,0.002672,0.498674,0.042849,2.3258,0.069039,0.037474,0.852514,2.3351,0.099209,0.099642,3.1965,0.000168,,2010-07-26,selling
0.869192,2.8604,2.3302,3.0763,3.0299,0.4711,0.5598,4.1231,4.9253,0.411089,0.000353,0.068457,0.036418,0.000749,0.002668,0.49435,0.042242,2.3217,0.0689,0.037351,0.8516,2.3309,0.098962,0.099486,3.1935,0.000167,,2010-07-26,buying
0.868387,2.872,2.3353,3.0894,3.0373,0.4705,0.5593,4.1406,4.9375,0.410663,0.000353,0.06821,0.036684,0.000752,0.002692,0.495657,0.042363,2.336,0.068739,0.037239,0.850465,2.3418,0.099038,0.099369,3.1895,0.000167,4.8232,2010-07-27,middle
0.868914,2.8741,2.3374,3.0915,3.0396,0.4708,0.5596,4.1432,4.9403,0.410862,0.000354,0.068257,0.036708,0.000756,0.002694,0.497816,0.042388,2.3377,0.068846,0.0373,0.850888,2.3437,0.099161,0.099439,3.191,0.000167,,2010-07-27,selling
0.867861,2.8698,2.3331,3.0874,3.035,0.4703,0.5589,4.138,4.9347,0.410465,0.000353,0.068163,0.036661,0.000747,0.00269,0.493498,0.042337,2.3343,0.068633,0.037178,0.850043,2.3398,0.098914,0.099299,3.188,0.000167,,2010-07-27,buying
0.870033,2.8819,2.3465,3.0843,3.0075,0.4715,0.5603,4.146,4.9736,0.411383,0.000354,0.068846,0.036433,0.000757,0.00269,0.49659,0.042808,2.3393,0.069794,0.037331,0.852077,2.3419,0.099162,0.099922,3.1955,0.000167,4.8425,2010-07-28,middle
0.870477,2.8837,2.3487,3.0865,3.0104,0.4717,0.5607,4.1484,4.9765,0.411587,0.000355,0.068886,0.036458,0.000762,0.002692,0.498752,0.043115,2.3418,0.069941,0.037392,0.852511,2.344,0.099286,0.099984,3.197,0.000167,,2010-07-28,selling
0.869589,2.88,2.3444,3.0821,3.0047,0.4712,0.56,4.1436,4.9708,0.411179,0.000354,0.068807,0.036407,0.000753,0.002688,0.494427,0.042502,2.3367,0.069647,0.03727,0.851642,2.3398,0.099039,0.099859,3.194,0.000167,,2010-07-28,buying
0.870406,2.8556,2.3428,3.0776,3.022,0.4717,0.5604,4.1513,4.9828,0.411603,0.000355,0.06899,0.036596,0.00075,0.002691,0.494892,0.042446,2.3054,0.069636,0.037283,0.852397,2.3387,0.099101,0.099688,3.197,0.000167,,2010-07-29,buying
0.870838,2.8577,2.3449,3.0799,3.0242,0.472,0.5608,4.1534,4.9861,0.411798,0.000355,0.069037,0.036619,0.000754,0.002692,0.497056,0.042751,2.308,0.069692,0.037344,0.852911,2.3408,0.09924,0.099755,3.1985,0.000167,4.8451,2010-07-29,middle
0.87127,2.8598,2.3469,3.0823,3.0263,0.4722,0.5613,4.1555,4.9894,0.411994,0.000356,0.069085,0.036643,0.000758,0.002694,0.49922,0.043057,2.3107,0.069747,0.037405,0.853424,2.3429,0.099379,0.099822,3.2,0.000168,,2010-07-29,selling
0.868364,2.8654,2.339,3.0763,3.068,0.4707,0.5594,4.1626,4.9779,0.410679,0.000356,0.068843,0.036788,0.000747,0.002687,0.493731,0.042549,2.2977,0.069473,0.037174,0.850443,2.337,0.098838,0.099672,3.1895,0.000167,,2010-07-30,buying
0.868784,2.8674,2.3405,3.0788,3.0706,0.4709,0.5597,4.1647,4.981,0.410875,0.000356,0.06889,0.036814,0.000752,0.002689,0.49589,0.042857,2.2998,0.069528,0.037235,0.850865,2.3391,0.098915,0.099734,3.191,0.000167,4.8554,2010-07-30,middle
0.869204,2.8694,2.3419,3.0813,3.0733,0.4712,0.5601,4.1669,4.9841,0.411071,0.000357,0.068938,0.036839,0.000756,0.002691,0.49805,0.043165,2.3018,0.069584,0.037296,0.851288,2.3412,0.098992,0.099797,3.1925,0.000167,,2010-07-30,selling
0.859788,2.8722,2.3209,3.075,3.0293,0.4662,0.5542,4.1294,4.9644,0.406623,0.000353,0.068474,0.036424,0.00074,0.002694,0.488854,0.042247,2.3025,0.069254,0.036979,0.842044,2.3306,0.098014,0.098688,3.158,0.000165,,2010-08-02,buying
0.860219,2.8744,2.3228,3.0773,3.0316,0.4664,0.5547,4.1315,4.9675,0.406838,0.000353,0.068521,0.036446,0.000745,0.002696,0.490995,0.042554,2.3044,0.069363,0.03704,0.842466,2.3322,0.098075,0.098765,3.1595,0.000166,4.7977,2010-08-02,middle
0.860651,2.8765,2.3248,3.0797,3.0339,0.4667,0.5551,4.1336,4.9707,0.407052,0.000354,0.068568,0.036467,0.000749,0.002698,0.493136,0.042861,2.3063,0.069473,0.037101,0.842888,2.3337,0.098137,0.098843,3.161,0.000166,,2010-08-02,selling
0.859398,2.8776,2.3309,3.0839,3.0385,0.466,0.5544,4.1575,5.0149,0.406568,0.000353,0.0689,0.036463,0.00074,0.002704,0.4887,0.042382,2.3125,0.069514,0.036752,0.841732,2.3359,0.098013,0.099464,3.157,0.000165,,2010-08-03,buying
0.860196,2.8804,2.3332,3.0874,3.0416,0.4665,0.555,4.1611,5.0193,0.406911,0.000353,0.068962,0.036503,0.000744,0.002707,0.490996,0.042704,2.3159,0.0696,0.036824,0.842511,2.3386,0.098167,0.099559,3.1595,0.000165,4.811,2010-08-03,middle
0.860994,2.8831,2.3355,3.0909,3.0448,0.4669,0.5555,4.1647,5.0238,0.407254,0.000354,0.069024,0.036542,0.000749,0.002709,0.493292,0.043026,2.3193,0.069686,0.036896,0.84329,2.3414,0.098321,0.099653,3.162,0.000166,,2010-08-03,selling
0.862611,2.8886,2.3457,3.0935,3.046,0.4678,0.5567,4.1886,5.0528,0.408238,0.000354,0.069227,0.037017,0.000747,0.002707,0.492394,0.042895,2.3225,0.070076,0.036951,0.844877,2.343,0.098401,0.099725,3.1685,0.000166,4.8589,2010-08-04,middle
0.863102,2.8904,2.3473,3.0957,3.0484,0.4681,0.5572,4.1914,5.0558,0.408437,0.000355,0.06929,0.037046,0.000751,0.002709,0.49454,0.043206,2.3252,0.070133,0.037011,0.845311,2.3452,0.098508,0.099858,3.17,0.000166,,2010-08-04,selling
0.862121,2.8867,2.3442,3.0913,3.0437,0.4676,0.5563,4.1858,5.0498,0.40804,0.000354,0.069164,0.036989,0.000743,0.002704,0.490248,0.042584,2.3198,0.07002,0.03689,0.844443,2.3409,0.098293,0.099591,3.167,0.000166,,2010-08-04,buying
0.861778,2.8991,2.3377,3.1131,3.0024,0.4675,0.5571,4.1658,5.0282,0.407685,0.000353,0.069248,0.036686,0.000742,0.002711,0.490093,0.042451,2.3058,0.069967,0.036878,0.843997,2.3372,0.098384,0.099528,3.166,0.000166,,2010-08-05,buying
0.862576,2.9023,2.3406,3.1161,3.0062,0.468,0.5577,4.1699,5.0328,0.408012,0.000354,0.06931,0.036721,0.000747,0.002713,0.492394,0.042774,2.3084,0.0701,0.036951,0.844832,2.3401,0.098538,0.099623,3.1685,0.000166,4.8576,2010-08-05,middle
0.863374,2.9056,2.3435,3.1192,3.01,0.4684,0.5583,4.174,5.0375,0.408339,0.000354,0.069372,0.036757,0.000751,0.002716,0.494696,0.043096,2.311,0.070233,0.037023,0.845668,2.343,0.098693,0.099717,3.171,0.000166,,2010-08-05,selling
0.859328,2.8861,2.3333,3.1033,3.0138,0.4662,0.5561,4.1606,5.013,0.406615,0.000353,0.069005,0.036743,0.00074,0.002704,0.4887,0.042439,2.3008,0.070031,0.036773,0.841665,2.3321,0.098349,0.099183,3.157,0.000165,,2010-08-06,buying
0.859854,2.8883,2.3354,3.1057,3.0171,0.4665,0.5566,4.1631,5.0163,0.406829,0.000353,0.069053,0.03677,0.000744,0.002706,0.49084,0.042748,2.3029,0.070181,0.036834,0.842177,2.3343,0.098442,0.099246,3.1585,0.000165,4.8366,2010-08-06,middle
0.860379,2.8905,2.3375,3.1081,3.0205,0.4667,0.557,4.1655,5.0197,0.407043,0.000354,0.069101,0.036796,0.000748,0.002707,0.49298,0.043058,2.3049,0.070332,0.036894,0.842689,2.3364,0.098534,0.099309,3.16,0.000165,,2010-08-06,selling
0.855023,2.8816,2.3324,3.0553,3.0238,0.464,0.5539,4.1717,5.0119,0.404537,0.000351,0.068652,0.036776,0.000735,0.002714,0.488042,0.042527,2.2982,0.069937,0.036624,0.837422,2.3318,0.098156,0.098851,3.1405,0.000164,4.8018,2010-08-09,middle
0.854591,2.8797,2.3311,3.0535,3.0218,0.4638,0.5533,4.1695,5.0089,0.404323,0.000351,0.068597,0.036756,0.00073,0.002712,0.485913,0.042219,2.2956,0.06988,0.036564,0.837,2.3304,0.098094,0.098773,3.139,0.000164,,2010-08-09,buying
0.855455,2.8834,2.3338,3.057,3.0258,0.4643,0.5544,4.1738,5.0149,0.404751,0.000352,0.068708,0.036796,0.000739,0.002715,0.490172,0.042836,2.3009,0.069993,0.036684,0.837844,2.3333,0.098218,0.098929,3.142,0.000165,,2010-08-09,selling
0.858131,2.8838,2.3402,3.0638,3.0005,0.4658,0.5557,4.1578,4.9969,0.406018,0.000352,0.068851,0.036749,0.000739,0.002706,0.487926,0.042423,2.2931,0.070166,0.036715,0.840466,2.3333,0.098469,0.099401,3.152,0.000165,,2010-08-10,buying
0.858562,2.8855,2.3417,3.0654,3.0026,0.466,0.556,4.1601,4.9999,0.406224,0.000352,0.068906,0.036776,0.000743,0.002708,0.490063,0.042732,2.2945,0.070223,0.036776,0.840888,2.3354,0.098593,0.099542,3.1535,0.000165,4.84,2010-08-10,middle
0.858994,2.8871,2.3433,3.067,3.0048,0.4663,0.5563,4.1624,5.0029,0.406431,0.000353,0.068962,0.036802,0.000748,0.00271,0.4922,0.043042,2.2959,0.07028,0.036836,0.841311,2.3376,0.098717,0.099684,3.155,0.000165,,2010-08-10,selling
0.860569,2.8713,2.3368,3.063,3.003,0.4668,0.5567,4.1439,4.9909,0.407112,0.000353,0.06862,0.037023,0.000745,0.002686,0.491228,0.04291,2.2743,0.070244,0.036842,0.842888,2.3319,0.098859,0.099465,3.161,0.000166,4.8284,2010-08-11,middle
0.861153,2.8734,2.339,3.0647,3.005,0.467,0.5573,4.1464,4.9939,0.407318,0.000353,0.06866,0.037053,0.000749,0.002688,0.49337,0.043221,2.2764,0.070309,0.036902,0.843311,2.3339,0.098983,0.099606,3.1625,0.000166,,2010-08-11,selling
0.859985,2.8691,2.3347,3.0612,3.001,0.4665,0.5562,4.1415,4.9879,0.406906,0.000352,0.06858,0.036992,0.000741,0.002684,0.489087,0.042598,2.2723,0.07018,0.036781,0.842466,2.3298,0.098734,0.099324,3.1595,0.000165,,2010-08-11,buying
0.867914,2.8611,2.3472,3.0467,3.0133,0.4706,0.5604,4.1042,4.9951,0.410422,0.000355,0.068681,0.037474,0.000754,0.002665,0.49727,0.043563,2.2727,0.070287,0.037194,0.850045,2.3355,0.099859,0.100016,3.1875,0.000167,,2010-08-12,selling
0.867251,2.8585,2.3447,3.0441,3.0109,0.4703,0.5599,4.101,4.9914,0.410156,0.000354,0.068616,0.037441,0.00075,0.002663,0.495036,0.043242,2.2703,0.070127,0.037127,0.849399,2.333,0.099703,0.099937,3.1855,0.000167,4.8659,2010-08-12,middle
0.866589,2.8559,2.3422,3.0415,3.0084,0.47,0.5595,4.0978,4.9876,0.409891,0.000354,0.068551,0.037409,0.000746,0.002661,0.492802,0.042922,2.2679,0.069967,0.037061,0.848752,2.3305,0.099547,0.099859,3.1835,0.000167,,2010-08-12,buying
0.863735,2.8438,2.3252,3.0429,3.0206,0.4676,0.5564,4.071,4.945,0.40838,0.000352,0.068417,0.036847,0.000738,0.002668,0.491099,0.042773,2.2572,0.069756,0.036932,0.845955,2.3317,0.099203,0.099327,3.1725,0.000166,,2010-08-13,buying
0.864167,2.846,2.3272,3.045,3.0227,0.4679,0.5569,4.0735,4.9476,0.408586,0.000353,0.068464,0.036875,0.000742,0.00267,0.493248,0.043086,2.2593,0.069812,0.036993,0.846377,2.3338,0.099343,0.099389,3.174,0.000166,4.8061,2010-08-13,middle
0.864599,2.8481,2.3291,3.0472,3.0249,0.4681,0.5575,4.0761,4.9503,0.408792,0.000353,0.068511,0.036903,0.000746,0.002672,0.495398,0.043399,2.2613,0.069868,0.037054,0.8468,2.336,0.099483,0.099452,3.1755,0.000166,,2010-08-13,selling
0.864528,2.8283,2.3341,3.0507,3.0232,0.4681,0.5579,4.058,4.9485,0.409383,0.000354,0.068603,0.037083,0.000745,0.002659,0.492647,0.042247,2.2338,0.070099,0.037114,0.848373,2.3284,0.099671,0.099702,3.1825,0.000167,,2010-08-16,buying
0.865044,2.8299,2.3358,3.0531,3.0258,0.4685,0.5585,4.0601,4.951,0.409551,0.000354,0.068645,0.037107,0.000749,0.002661,0.494763,0.042548,2.2356,0.070204,0.037172,0.848876,2.3304,0.099773,0.099757,3.1837,0.000167,4.8138,2010-08-16,middle
0.86556,2.8315,2.3376,3.0554,3.0284,0.4689,0.559,4.0621,4.9536,0.40972,0.000355,0.068687,0.03713,0.000753,0.002662,0.49688,0.042849,2.2375,0.070309,0.03723,0.849379,2.3323,0.099875,0.099812,3.185,0.000167,,2010-08-16,selling
0.862435,2.8399,2.3223,3.037,3.0516,0.4657,0.5556,4.0617,4.9581,0.407639,0.000353,0.068316,0.037167,0.000737,0.002677,0.49048,0.042034,2.2328,0.069668,0.036929,0.844641,2.3303,0.099732,0.099202,3.1685,0.000166,,2010-08-17,buying
0.863292,2.8423,2.3251,3.0398,3.0555,0.466,0.5562,4.0651,4.9623,0.407966,0.000353,0.068392,0.037205,0.000741,0.00268,0.492783,0.04235,2.2351,0.069746,0.037001,0.845476,2.3332,0.099827,0.099295,3.171,0.000166,4.7958,2010-08-17,middle
0.864149,2.8447,2.328,3.0427,3.0594,0.4664,0.5568,4.0684,4.9665,0.408293,0.000354,0.068468,0.037243,0.000746,0.002683,0.495086,0.042666,2.2373,0.069824,0.037074,0.846312,2.336,0.099921,0.099389,3.1735,0.000166,,2010-08-17,selling
0.852575,2.8542,2.3283,3.057,3.0263,0.4649,0.5541,4.0586,4.9085,0.406212,0.000352,0.068304,0.036937,0.000735,0.002686,0.4887,0.042364,2.2456,0.069876,0.036795,0.841597,2.3282,0.099433,0.098904,3.157,0.000163,,2010-08-18,buying
0.853153,2.8564,2.3305,3.0595,3.0284,0.4652,0.5545,4.0609,4.9118,0.406426,0.000352,0.068344,0.036961,0.000739,0.002688,0.49084,0.042673,2.2482,0.070026,0.036855,0.842166,2.3301,0.099543,0.098966,3.1585,0.000163,4.7886,2010-08-18,middle
0.853731,2.8585,2.3326,3.062,3.0306,0.4655,0.555,4.0631,4.9151,0.40664,0.000353,0.068383,0.036985,0.000743,0.00269,0.49298,0.042982,2.2509,0.070175,0.036916,0.842734,2.3321,0.099653,0.099029,3.16,0.000164,,2010-08-18,selling
0.85204,2.807,2.3099,3.0449,2.9986,0.4609,0.5495,4.0072,4.8728,0.402772,0.000349,0.067643,0.036568,0.000732,0.002669,0.486333,0.042009,2.2307,0.06939,0.036517,0.834522,2.3159,0.098863,0.09815,3.1295,0.000161,4.7468,2010-08-19,middle
0.85246,2.8088,2.3121,3.0466,3.0008,0.4612,0.5498,4.0096,4.8759,0.40297,0.000349,0.067697,0.03659,0.000736,0.002671,0.488456,0.042311,2.2333,0.069501,0.036577,0.834956,2.3181,0.098988,0.098212,3.131,0.000162,,2010-08-19,selling
0.85162,2.8052,2.3078,3.0431,2.9965,0.4606,0.5492,4.0048,4.8697,0.402574,0.000349,0.067589,0.036546,0.000728,0.002667,0.484211,0.041707,2.2281,0.06928,0.036457,0.834089,2.3138,0.098737,0.098087,3.128,0.000161,,2010-08-19,buying
0.853934,2.7924,2.3168,3.0147,3.0387,0.4619,0.5508,4.0147,4.8845,0.403606,0.000349,0.067904,0.036723,0.000739,0.002658,0.485526,0.042112,2.215,0.069638,0.036556,0.836311,2.3132,0.099288,0.098231,3.1365,0.000161,,2010-08-20,buying
0.854514,2.7944,2.3193,3.0171,3.0413,0.4622,0.5512,4.0178,4.8882,0.403866,0.00035,0.067962,0.036755,0.000743,0.002661,0.487732,0.042426,2.218,0.069799,0.036622,0.836878,2.3157,0.09943,0.098309,3.1385,0.000161,4.7529,2010-08-20,middle
0.855093,2.7963,2.3218,3.0194,3.044,0.4625,0.5516,4.0208,4.892,0.404126,0.00035,0.06802,0.036787,0.000748,0.002664,0.489938,0.04274,2.221,0.06996,0.036688,0.837444,2.3182,0.099572,0.098387,3.1405,0.000162,,2010-08-20,selling
0.853526,2.7876,2.3108,2.9886,3.0275,0.4617,0.5501,3.9821,4.8787,0.403221,0.000349,0.067681,0.03668,0.000729,0.00265,0.485294,0.0417,2.2117,0.069605,0.036538,0.835955,2.3108,0.099429,0.098184,3.135,0.000161,,2010-08-23,buying
0.853833,2.7888,2.3123,2.9902,3.0297,0.4619,0.5506,3.984,4.8806,0.403378,0.000349,0.067732,0.036698,0.000734,0.002651,0.487343,0.041994,2.214,0.069658,0.036593,0.836267,2.3117,0.09954,0.09823,3.136,0.000161,4.7288,2010-08-23,middle
0.85414,2.79,2.3139,2.9919,3.0318,0.4621,0.551,3.9859,4.8824,0.403535,0.00035,0.067783,0.036716,0.000738,0.002652,0.489392,0.042289,2.2163,0.069711,0.036647,0.836578,2.3127,0.099651,0.098277,3.137,0.000161,,2010-08-23,selling
0.853845,2.7898,2.3134,2.9718,3.0109,0.4613,0.5504,3.9636,4.8608,0.403391,0.000349,0.067761,0.036846,0.000744,0.002641,0.487343,0.042398,2.2146,0.069658,0.036614,0.827605,2.3085,0.099603,0.098113,3.136,0.000161,4.7325,2010-08-24,middle
0.85332,2.7878,2.3112,2.9694,3.0084,0.461,0.5498,3.9614,4.8575,0.403177,0.000349,0.067714,0.03682,0.00074,0.002639,0.485217,0.042091,2.2126,0.069601,0.036554,0.827045,2.3065,0.099476,0.098051,3.1345,0.000161,,2010-08-24,buying
0.854369,2.7917,2.3155,2.9742,3.0133,0.4615,0.5509,3.9658,4.8641,0.403604,0.00035,0.067809,0.036873,0.000748,0.002642,0.48947,0.042705,2.2166,0.069714,0.036674,0.828164,2.3106,0.09973,0.098176,3.1375,0.000161,,2010-08-24,selling
0.855,2.7771,2.305,2.9627,3.0458,0.462,0.5505,3.9737,4.8414,0.403798,0.00035,0.067422,0.037214,0.000741,0.002631,0.486146,0.042166,2.2103,0.069068,0.036624,0.837333,2.3082,0.099572,0.098018,3.1405,0.000161,,2010-08-25,buying
0.855525,2.7793,2.3071,2.9649,3.048,0.4623,0.5508,3.976,4.8447,0.404017,0.00035,0.067476,0.037241,0.000745,0.002632,0.488276,0.042473,2.2123,0.069215,0.036684,0.837844,2.3103,0.099651,0.09808,3.142,0.000161,4.7325,2010-08-25,middle
0.85605,2.7814,2.3092,2.967,3.0502,0.4626,0.5512,3.9784,4.8479,0.404236,0.00035,0.06753,0.037267,0.00075,0.002634,0.490406,0.04278,2.2143,0.069362,0.036745,0.838356,2.3124,0.09973,0.098142,3.1435,0.000161,,2010-08-25,selling
0.856431,2.7831,2.3175,2.9693,3.0526,0.4627,0.5515,3.9828,4.8677,0.404477,0.00035,0.067638,0.037144,0.000746,0.002624,0.488819,0.042526,2.2019,0.069491,0.036725,0.838711,2.3149,0.1,0.098189,3.1455,0.000161,4.7412,2010-08-26,middle
